"ID" "sec" "frame" "pos_y" "pos_x" "y2" "x2" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "expe" "plong" "day"
"204861" 16 2620 26200 53.79251 691.8435 NA NA -6.116049 53.47387 5.738817 7.263645 335.1364 9 "Sti" "G2" 4 27 68 7
"204871" 16 2621 26210 122.0024 672.607 NA NA -6.415899 56.09551 -2.417343 27.0818 280.5 9 "Sti" "G2" 4 27 68 7
"204881" 16 2622 26220 158.1662 632.1478 NA NA -2.938042 25.6879 -1.107942 18.56792 261.5909 9 "Sti" "G2" 4 27 68 7
"204891" 16 2623 26230 195.9125 636.5428 NA NA -6.719182 58.74718 3.990148 32.62144 294.7778 9 "Sti" "G2" 4 27 68 7
"204901" 16 2624 26240 277.6649 651.6299 NA NA -11.05622 96.6668 -0.4835494 35.34476 351.8182 9 "Sti" "G2" 4 27 68 7
"204911" 16 2625 26250 353.5538 640.5209 NA NA -5.344813 46.73079 -3.543952 23.35447 390.2222 9 "Sti" "G2" 4 27 68 7
"207851" 16 2919 29190 256.5538 646.2036 NA NA -5.736525 50.15561 -0.780163 14.73013 362.3333 10 "Sti" "G2" 4 27 68 7
"207861" 16 2920 29200 296.7344 641.4041 NA NA -3.7813 33.06067 -0.8672117 12.25617 356 10 "Sti" "G2" 4 27 68 7
"207871" 16 2921 29210 330.9695 640.6182 NA NA -3.745215 32.74517 -1.238517 12.71682 394.7222 10 "Sti" "G2" 4 27 68 7
"207881" 16 2922 29220 365.329 647.8625 NA NA -4.030942 35.24334 -0.3446232 30.09931 315.7727 10 "Sti" "G2" 4 27 68 7
"207891" 16 2923 29230 381.316 656.9738 NA NA 0.5134347 9.092861 -3.310395 4.276062 277.6667 10 "Sti" "G2" 4 27 68 7
"207901" 16 2924 29240 377.4773 654.9482 NA NA -0.5084003 6.234735 0.8263892 3.154425 328.5 10 "Sti" "G2" 4 27 68 7
"207911" 16 2925 29250 379.2562 653.6852 NA NA 0.3289075 2.875706 -0.1398043 2.355572 346.2222 10 "Sti" "G2" 4 27 68 7
"21658...5352" 17 219 2190 57.64617 784.9559 NA NA -7.622718 66.64698 9.180614 18.72307 296.5556 1 "Sti" "G2" 4 27 35 7
"21659...5353" 17 220 2200 152.4083 811.7983 NA NA -8.268234 72.29085 -8.667385 49.6685 342.8182 1 "Sti" "G2" 4 27 35 7
"21660...5354" 17 221 2210 175.6958 822.7404 NA NA -1.284379 12.52215 1.277018 4.289547 341.7778 1 "Sti" "G2" 4 27 35 7
"216611" 17 222 2220 210.384 811.8031 NA NA -4.124897 36.06481 -2.811479 10.3826 370.5909 1 "Sti" "G2" 4 27 35 7
"21662...5356" 17 223 2229.875 232.0144 808.763 NA NA -2.958305 25.86506 3.193506 6.21812 368.5625 1 "Sti" "G2" 4 27 35 7
"21663...5357" 17 224 2240 268.7469 814.3734 NA NA -4.859676 42.48914 1.309981 19.19612 351.8636 1 "Sti" "G2" 4 27 35 7
"21664" 17 225 2250 314.4545 817.5948 NA NA -5.570996 48.70836 -0.7412524 13.69479 346.7778 1 "Sti" "G2" 4 27 35 7
"219581" 17 519 5190 375.466 824.9193 NA NA -0.653299 6.719448 1.257431 2.857287 358.1111 2 "Sti" "G2" 4 27 35 7
"219591" 17 520 5200 385.392 815.0507 NA NA -0.6229747 6.281127 -0.5136405 9.755392 325.4091 2 "Sti" "G2" 4 27 35 7
"219601" 17 521 5210 391.362 806.0946 NA NA -0.4305422 4.859979 -0.4912346 4.850962 230.7222 2 "Sti" "G2" 4 27 35 7
"219611" 17 522 5220 391.2022 813.1812 NA NA 0.1299306 2.050217 -0.334178 10.43197 272.9545 2 "Sti" "G2" 4 27 35 7
"219621" 17 523 5230 390.2138 805.1074 NA NA -0.1743541 1.543992 0.429587 4.832673 277.7778 2 "Sti" "G2" 4 27 35 7
"219631" 17 524 5240 391.4075 813.2432 NA NA 0.01547111 0.7123299 -0.504441 10.31651 234.3636 2 "Sti" "G2" 4 27 35 7
"219641" 17 525 5250 388.0105 810.7714 NA NA 0.7700337 6.732561 -0.5514271 10.05156 351.9444 2 "Sti" "G2" 4 27 35 7
"222581" 17 819 8190 377.0804 826.9499 NA NA -0.5624502 5.156712 1.201935 4.724934 336.7778 3 "Sti" "G2" 4 27 35 7
"222591" 17 820 8200 389.4678 814.1922 NA NA -1.008079 10.52159 -1.872903 3.410649 241.4545 3 "Sti" "G2" 4 27 35 7
"222601" 17 821 8210 389.1114 810.7939 NA NA 0.3511682 3.070335 0.0391538 3.669357 260.0556 3 "Sti" "G2" 4 27 35 7
"222611" 17 822 8220 386.8146 807.0979 NA NA -0.2746214 5.597179 0.9801456 9.414724 250.5909 3 "Sti" "G2" 4 27 35 7
"222621" 17 823 8230 390.9579 791.2886 NA NA 0.2384765 5.115909 -1.361001 8.603301 362.8333 3 "Sti" "G2" 4 27 35 7
"222631" 17 824 8240 388.1822 790.1172 NA NA -0.1915104 2.478713 0.6369792 1.071586 295.5455 3 "Sti" "G2" 4 27 35 7
"222641" 17 825 8250 387.395 787.3654 NA NA 0.2448103 3.171646 0.3475109 6.999952 271.1667 3 "Sti" "G2" 4 27 35 7
"225581" 17 1119 11190 80.56817 790.666 NA NA -6.459101 56.47323 -0.3349704 28.75548 338.2222 4 "Sti" "G2" 4 27 35 7
"225591" 17 1120 11200 115.2047 770.1974 NA NA -1.603295 14.01793 -2.286274 7.655749 352.3182 4 "Sti" "G2" 4 27 35 7
"225601" 17 1121 11210 134.6434 766.2661 NA NA -3.036183 26.54597 0.6039127 9.231327 319.3333 4 "Sti" "G2" 4 27 35 7
"225611" 17 1122 11220 176.7828 771.6681 NA NA -8.440057 73.79314 4.309829 12.73573 295.3636 4 "Sti" "G2" 4 27 35 7
"225621" 17 1123 11230 253.3497 766.5627 NA NA -7.149111 62.50614 -0.98413 20.10223 265.3889 4 "Sti" "G2" 4 27 35 7
"225631" 17 1124 11240 313.0495 772.7078 NA NA -6.485936 56.70786 -0.6690563 38.5083 251 4 "Sti" "G2" 4 27 35 7
"225641" 17 1125 11250 366.4823 801.161 NA NA -4.919139 43.00904 -2.776544 41.34996 275.6111 4 "Sti" "G2" 4 27 35 7
"228581" 17 1419 14190 111.7379 791.2401 NA NA 0.9747906 13.15557 3.946731 18.15452 314.1111 5 "Sti" "G2" 4 27 35 7
"228591" 17 1420 14200 126.9383 815.5093 NA NA -3.94704 34.50977 2.148421 15.73217 283.8182 5 "Sti" "G2" 4 27 35 7
"228601" 17 1421 14210 161.5928 820.1654 NA NA -2.043608 17.86768 -2.127333 7.519828 195.2778 5 "Sti" "G2" 4 27 35 7
"228611" 17 1422 14220 183.4994 809.273 NA NA -6.110231 53.423 5.840288 9.142943 291.1818 5 "Sti" "G2" 4 27 35 7
"228621" 17 1423 14230 245.0185 805.0187 NA NA -4.607992 40.28862 -5.127395 14.89752 364.1667 5 "Sti" "G2" 4 27 35 7
"228631" 17 1424 14240 266.6693 808.6908 NA NA -2.103292 18.38951 0.1856983 6.468524 364.0455 5 "Sti" "G2" 4 27 35 7
"228641" 17 1425 14250 288.9328 802.2093 NA NA -2.1702 18.9745 -0.8194355 4.873152 270.9444 5 "Sti" "G2" 4 27 35 7
"231581" 17 1719 17190 119.6653 806.748 NA NA -7.908348 69.1443 -2.35498 4.06241 318.6667 6 "Sti" "G2" 4 27 35 7
"231591" 17 1720 17200 183.4992 804.2069 NA NA -7.280268 63.65286 0.5467 16.58909 283.3182 6 "Sti" "G2" 4 27 35 7
"231601" 17 1721 17210 242.9989 801.7532 NA NA -5.97327 52.22552 -0.867166 10.2065 350.3333 6 "Sti" "G2" 4 27 35 7
"231611" 17 1722 17220 284.8504 794.4205 NA NA -3.299997 28.85255 -4.542507 7.917812 340.0455 6 "Sti" "G2" 4 27 35 7
"231621" 17 1723 17230 297.9408 800.9912 NA NA -0.4277019 3.739485 -0.3626742 7.088781 342.6111 6 "Sti" "G2" 4 27 35 7
"231631" 17 1724 17240 306.3136 783.6804 NA NA -2.75971 24.12871 3.600748 18.5083 263.7727 6 "Sti" "G2" 4 27 35 7
"231641" 17 1725 17250 341.345 770.4352 NA NA -4.316659 37.74143 -0.3565922 11.17867 260.7778 6 "Sti" "G2" 4 27 35 7
"234581" 17 2019 20190 370.5556 772.2395 NA NA -0.03248465 3.467145 1.067685 4.445122 400.0556 7 "Sti" "G2" 4 27 35 7
"234591" 17 2020 20200 372.786 774.6396 NA NA -0.5042041 4.601977 0.5991403 10.3379 384.7273 7 "Sti" "G2" 4 27 35 7
"234601" 17 2021 20210 381.3486 791.4024 NA NA -0.7960634 6.960145 -0.498029 11.42406 338.5556 7 "Sti" "G2" 4 27 35 7
"234611" 17 2022 20220 386.0362 791.9089 NA NA -0.0772229 5.313092 -1.129051 3.053282 249.2727 7 "Sti" "G2" 4 27 35 7
"234621" 17 2023 20230 381.3903 788.6328 NA NA 0.575252 5.029545 0.09801241 6.573467 285.1111 7 "Sti" "G2" 4 27 35 7
"234631" 17 2024 20240 377.6574 782.7156 NA NA -0.1452029 5.396912 1.343997 6.587562 311.5 7 "Sti" "G2" 4 27 35 7
"234641" 17 2025 20250 383.7187 777.9533 NA NA -0.4552657 3.98048 -0.6258044 5.568489 362.8333 7 "Sti" "G2" 4 27 35 7
"237581" 17 2319 23190 83.13255 776.4128 NA NA -8.640775 75.54805 4.416848 4.558264 329.8333 8 "Sti" "G2" 4 27 35 7
"237591" 17 2320 23200 160.3736 770.332 NA NA -5.710947 49.93197 -7.592505 13.21428 338.6364 8 "Sti" "G2" 4 27 35 7
"237601" 17 2321 23210 175.6362 774.3866 NA NA -1.592604 14.3006 2.611804 4.681929 336.2778 8 "Sti" "G2" 4 27 35 7
"237611...5404" 17 2322 23220 214.9128 758.0895 NA NA -4.869339 42.57362 -0.9812854 6.765746 226.3182 8 "Sti" "G2" 4 27 35 7
"237621" 17 2323 23230 244.9673 761.3041 NA NA -4.335381 37.90512 3.03959 20.26736 258.8889 8 "Sti" "G2" 4 27 35 7
"237631" 17 2324 23240 296.6206 769.842 NA NA -5.935723 51.89723 -0.8947873 23.03396 344.9545 8 "Sti" "G2" 4 27 35 7
"237641" 17 2325 23250 340.0351 772.9829 NA NA -4.103408 35.87693 -1.291689 15.5163 355.2222 8 "Sti" "G2" 4 27 35 7
"240581" 17 2619 26190 375.7277 825.24 NA NA -2.487778 21.75115 -1.436152 4.857911 296.9444 9 "Sti" "G2" 4 27 35 7
"240591" 17 2620 26200 388.0061 811.6533 NA NA -0.1764173 6.085929 -1.862191 12.68616 347.4545 9 "Sti" "G2" 4 27 35 7
"240601" 17 2621 26210 383.8457 799.8049 NA NA -0.06257728 4.713235 1.163806 7.399659 352.3889 9 "Sti" "G2" 4 27 35 7
"240611" 17 2622 26220 391.0597 804.6099 NA NA -0.4750102 5.581276 -0.9242417 16.25095 274.2273 9 "Sti" "G2" 4 27 35 7
"240621" 17 2623 26230 389.7626 818.4052 NA NA 0.3682374 3.219574 -0.3803946 4.229116 321.3889 9 "Sti" "G2" 4 27 35 7
"240631" 17 2624 26240 387.37 813.4306 NA NA -0.04516043 1.564192 0.6217714 15.92118 288.6818 9 "Sti" "G2" 4 27 35 7
"240641" 17 2625 26250 387.6037 794.3284 NA NA 0.02627332 0.6419489 -0.08225219 16.43426 235.9444 9 "Sti" "G2" 4 27 35 7
"243581" 17 2919 29190 310.8568 820.3151 NA NA -0.410647 3.59037 -0.2625349 3.546485 381.8889 10 "Sti" "G2" 4 27 35 7
"243591" 17 2920 29200 323.0192 805.5678 NA NA -4.422208 38.66427 4.862365 14.06296 299.0909 10 "Sti" "G2" 4 27 35 7
"243601" 17 2921 29210 376.5038 791.1104 NA NA -3.706651 32.408 -3.902379 14.30378 333.5556 10 "Sti" "G2" 4 27 35 7
"243611" 17 2922 29220 386.5262 803.2381 NA NA -0.4186885 5.636977 -2.114583 15.24594 340.7727 10 "Sti" "G2" 4 27 35 7
"243621" 17 2923 29230 383.3931 809.1293 NA NA 0.3614342 6.291264 1.489793 2.683518 312.5 10 "Sti" "G2" 4 27 35 7
"243631" 17 2924 29240 389.5069 814.972 NA NA -0.8001087 8.491722 -1.104372 11.93038 287.0909 10 "Sti" "G2" 4 27 35 7
"243641" 17 2925 29250 388.6743 821.2299 NA NA 0.5497545 4.806615 -0.2298628 0.9809826 332.3889 10 "Sti" "G2" 4 27 35 7
"252311" 18 219 2190 393.295 920.6556 NA NA -0.005822406 0.1092845 -0.02076539 0.07492956 174.8889 1 "Sti" "G2" 4 27 9 7
"252321" 18 220 2200 393.1773 920.7375 NA NA 0.0173395 0.1516027 0.01115565 0.103375 176 1 "Sti" "G2" 4 27 9 7
"252331" 18 221 2210 393.1334 920.9467 NA NA -0.006080874 0.05316632 0.006436991 0.1498088 177.9444 1 "Sti" "G2" 4 27 9 7
"252341" 18 222 2220 393.1913 920.9576 NA NA -0.001456482 0.03652446 -0.01092148 0.04296546 178.1364 1 "Sti" "G2" 4 27 9 7
"252351" 18 223 2230 393.1793 920.8828 NA NA 0.0001654249 0.0426315 0.008017066 0.08032358 178.1111 1 "Sti" "G2" 4 27 9 7
"252361" 18 224 2240 393.1619 920.9086 NA NA 0.001447263 0.06290419 -0.001105822 0.08604395 178.4545 1 "Sti" "G2" 4 27 9 7
"252371" 18 225 2250 393.1806 920.8474 NA NA -0.001622023 0.0239039 -0.001479106 0.05880136 176.8889 1 "Sti" "G2" 4 27 9 7
"255311" 18 519 5190 116.5072 932.8554 NA NA 1.330492 11.63276 1.07179 6.866278 223.4444 2 "Sti" "G2" 4 27 9 7
"25532" 18 520 5200 111.109 936.3659 NA NA -1.626616 15.86509 4.040996 2.710247 279.3182 2 "Sti" "G2" 4 27 9 7
"25533" 18 521 5210 140.495 936.4754 NA NA -3.76009 32.87523 0.4638089 3.833693 347.6667 2 "Sti" "G2" 4 27 9 7
"25534" 18 522 5220 179.6033 932.6169 NA NA -4.995976 43.68084 0.1253639 1.321046 362.5455 2 "Sti" "G2" 4 27 9 7
"25535" 18 523 5230 219.8619 924.1309 NA NA -4.189521 36.62983 0.2557627 0.1533481 373.5 2 "Sti" "G2" 4 27 9 7
"25536" 18 524 5240 259.7903 914.3282 NA NA -4.886666 42.72512 -0.3067292 1.456187 375.5 2 "Sti" "G2" 4 27 9 7
"25537" 18 525 5250 297.1338 904.893 NA NA -3.620691 31.65644 -0.6632343 2.451756 380.7222 2 "Sti" "G2" 4 27 9 7
"258311" 18 819 8190 394.828 931.4911 NA NA 0.002875619 0.08749202 -0.01265462 0.1650864 408.5 3 "Sti" "G2" 4 27 9 7
"258321" 18 820 8200 389.5076 929.7172 NA NA 1.267974 11.08615 -0.9286392 6.473175 348.7727 3 "Sti" "G2" 4 27 9 7
"258331" 18 821 8210 385.1331 932.3379 NA NA -0.3910098 4.053057 1.385375 7.230363 199.9444 3 "Sti" "G2" 4 27 9 7
"258341" 18 822 8220 387.6669 940.8096 NA NA 0.007501371 2.238556 -0.5942875 7.124767 220.5455 3 "Sti" "G2" 4 27 9 7
"258351" 18 823 8230 388.1113 939.7623 NA NA -0.2843115 2.818418 0.5258924 4.153414 337.8889 3 "Sti" "G2" 4 27 9 7
"258361" 18 824 8240 391.5778 938.7259 NA NA -0.4243421 3.71011 -0.1519871 8.796907 324.9091 3 "Sti" "G2" 4 27 9 7
"258371" 18 825 8250 393.7887 929.1664 NA NA -0.06132694 0.5382781 -0.2273577 1.536983 362.2222 3 "Sti" "G2" 4 27 9 7
"261311" 18 1119 11190 10.98471 901.7907 NA NA 0.008156309 0.2087421 0.05340283 0.3947039 191.2222 4 "Sti" "G2" 4 27 9 7
"261321" 18 1120 11200 11.33474 901.3351 NA NA -0.05082019 0.4443313 0.006367025 0.5816592 196.2727 4 "Sti" "G2" 4 27 9 7
"261331" 18 1121 11210 11.54215 900.7194 NA NA 0.005155962 0.111785 -0.07211934 0.5901597 183.0556 4 "Sti" "G2" 4 27 9 7
"261341" 18 1122 11220 11.2375 900.0275 NA NA 0.03600822 0.3383056 0.04873032 0.6474505 185.2727 4 "Sti" "G2" 4 27 9 7
"261351" 18 1123 11230 11.29911 899.5689 NA NA -0.02481829 0.2169914 0.006268948 0.4745059 185.9444 4 "Sti" "G2" 4 27 9 7
"261361" 18 1124 11240 11.33417 898.9787 NA NA -0.003052851 0.1513755 0.01688307 0.6196887 173.0909 4 "Sti" "G2" 4 27 9 7
"261371" 18 1125 11250 11.55374 898.4604 NA NA -0.02119276 0.1852927 -0.02587553 0.4544333 172.7222 4 "Sti" "G2" 4 27 9 7
"264311" 18 1419 14190.5 347.4124 925.0061 NA NA -0.0636409 1.107969 -0.3585572 2.733139 401 5 "Sti" "G2" 4 27 9 7
"264321" 18 1420 14200 353.1279 921.0937 NA NA -1.752328 15.32096 3.016878 9.816712 404.0909 5 "Sti" "G2" 4 27 9 7
"264331" 18 1421 14210 376.8015 918.5213 NA NA -2.42548 21.20646 -1.126785 9.131232 418.4444 5 "Sti" "G2" 4 27 9 7
"264341" 18 1422 14220 390.8036 918.146 NA NA -0.9845082 8.607756 -1.265021 2.373168 387.7273 5 "Sti" "G2" 4 27 9 7
"264351" 18 1423 14230 394.4749 917.5011 NA NA -0.06701979 0.6137165 -0.3604134 0.2615044 373.3333 5 "Sti" "G2" 4 27 9 7
"264361" 18 1424 14240 394.4457 917.3263 NA NA 0.004741745 0.04605966 -0.005360709 0.1479886 376.1364 5 "Sti" "G2" 4 27 9 7
"264371" 18 1425 14250 394.4089 917.3583 NA NA 0.0002960284 0.04079995 -0.0008958441 0.1768377 376.7778 5 "Sti" "G2" 4 27 9 7
"267311" 18 1719 17190 33.39701 908.4805 NA NA 0.02933976 0.2565235 -0.05184805 0.378452 448.2222 6 "Sti" "G2" 4 27 9 7
"267321" 18 1720 17200 33.06953 908.0618 NA NA -0.002954782 0.3765641 0.1460064 0.3172245 448.8182 6 "Sti" "G2" 4 27 9 7
"267331" 18 1721 17210 33.46563 907.9145 NA NA -0.04621686 0.4040834 -0.0527729 0.1095203 442.2778 6 "Sti" "G2" 4 27 9 7
"267341" 18 1722 17220 33.71158 907.6704 NA NA -0.01935895 0.2820483 -0.06146817 0.3172798 444.8182 6 "Sti" "G2" 4 27 9 7
"267351" 18 1723 17230 33.84309 907.4044 NA NA 0.009506184 0.1891264 -0.01087318 0.2673964 445.6111 6 "Sti" "G2" 4 27 9 7
"267361" 18 1724 17240 33.48447 907.0611 NA NA 0.03451979 0.4128706 0.08033011 0.3690482 440.4091 6 "Sti" "G2" 4 27 9 7
"267371" 18 1725 17250 33.58398 906.7934 NA NA -0.01536188 0.2324208 -0.0536431 0.3032736 440.7222 6 "Sti" "G2" 4 27 9 7
"270311" 18 2019 20190 34.47133 908.1523 NA NA -0.01268843 0.1522379 0.0383078 0.04298244 462.3889 7 "Sti" "G2" 4 27 9 7
"270321" 18 2020 20200 34.80423 908.1698 NA NA -0.007636353 0.4558095 -0.1150368 0.04055196 464.7727 7 "Sti" "G2" 4 27 9 7
"270331" 18 2021 20210 34.34977 908.2105 NA NA 0.05805072 0.5311628 0.07681661 0.07489662 461.8889 7 "Sti" "G2" 4 27 9 7
"270341" 18 2022 20220 34.20086 908.2855 NA NA -0.01388514 0.1747534 0.02524952 0.06238266 462.9091 7 "Sti" "G2" 4 27 9 7
"270351" 18 2023 20230 34.34738 908.2871 NA NA -0.009972106 0.1912522 -0.05449847 0.05529633 467.4444 7 "Sti" "G2" 4 27 9 7
"270361" 18 2024 20240 34.33816 908.3356 NA NA -0.01635953 0.3430924 0.03879413 0.0811155 466.5 7 "Sti" "G2" 4 27 9 7
"270371" 18 2025 20250 34.64134 908.3416 NA NA -0.000687461 0.2954618 -0.06350149 0.03955044 467.3333 7 "Sti" "G2" 4 27 9 7
"273311" 18 2319 23190 389.3953 936.8707 NA NA 0.005190179 0.06517177 0.02138695 0.09965118 157.3889 8 "Sti" "G2" 4 27 9 7
"273321" 18 2320 23200 389.3795 936.9115 NA NA 0.001890277 0.06510553 -0.002412523 0.1020825 158.3182 8 "Sti" "G2" 4 27 9 7
"273331" 18 2321 23210 389.3967 936.8415 NA NA -0.001429723 0.05146305 -0.00606614 0.02699742 159.2222 8 "Sti" "G2" 4 27 9 7
"273341" 18 2322 23220 389.4082 936.8818 NA NA -0.007698006 0.08748682 0.00243124 0.07176408 160.7273 8 "Sti" "G2" 4 27 9 7
"273351" 18 2323 23230 389.4155 936.8734 NA NA 0.007417014 0.07515299 0.007705445 0.080326 161.3889 8 "Sti" "G2" 4 27 9 7
"273361" 18 2324 23240 389.3747 936.8531 NA NA -0.004225945 0.09059968 0.01638909 0.1020517 158.6818 8 "Sti" "G2" 4 27 9 7
"273371" 18 2325 23250 389.3802 936.9324 NA NA 0.007487643 0.1028649 -0.01530841 0.06671754 160.6111 8 "Sti" "G2" 4 27 9 7
"276311" 18 2619 26190 397.0202 953.2471 NA NA 0.0002352741 0.08398976 0.02566118 0.04838745 143.0556 9 "Sti" "G2" 4 27 9 7
"276321" 18 2620 26200 397.0455 953.1604 NA NA -0.004441402 0.07214093 0.007972866 0.102981 145.0455 9 "Sti" "G2" 4 27 9 7
"276331" 18 2621 26210 397.1215 953.1926 NA NA -0.00867171 0.08935422 -0.007268823 0.0985892 146.7222 9 "Sti" "G2" 4 27 9 7
"276341" 18 2622 26220 397.1375 953.2522 NA NA -0.002137157 0.1080473 0.000539739 0.1303708 145.3182 9 "Sti" "G2" 4 27 9 7
"276351" 18 2623 26230 397.1716 953.3635 NA NA 0.004155785 0.1472961 -0.03400236 0.1380636 143.7222 9 "Sti" "G2" 4 27 9 7
"276361" 18 2624 26240 397.098 953.1895 NA NA 0.003330555 0.1575611 0.018332 0.176004 146.4091 9 "Sti" "G2" 4 27 9 7
"276371" 18 2625 26250 397.1239 953.2242 NA NA 0.0005083882 0.08752128 -0.01686037 0.1093598 146.6111 9 "Sti" "G2" 4 27 9 7
"279311" 18 2919 29190 285.4223 933.4127 NA NA 1.747209 15.2762 0.3799623 4.029184 234 10 "Sti" "G2" 4 27 9 7
"279321" 18 2920 29200 269.5497 932.9232 NA NA 1.045044 10.11424 1.748265 4.209143 226.1818 10 "Sti" "G2" 4 27 9 7
"279331" 18 2921 29210 272.0506 931.1272 NA NA -1.576674 13.78518 3.357294 5.262501 283.0556 10 "Sti" "G2" 4 27 9 7
"279341" 18 2922 29220 301.1778 927.8036 NA NA -3.118283 27.26378 -2.30861 3.037117 333.3182 10 "Sti" "G2" 4 27 9 7
"279351" 18 2923 29230 316.1479 927.5984 NA NA -2.870821 25.10018 3.612981 10.16029 369.2778 10 "Sti" "G2" 4 27 9 7
"279361" 18 2924 29240 359.5208 921.6035 NA NA -5.263094 46.0163 -1.405285 5.291046 411.1364 10 "Sti" "G2" 4 27 9 7
"279371" 18 2925 29250 390.2421 910.4072 NA NA -1.227123 11.37878 -3.537109 3.496572 366.1667 10 "Sti" "G2" 4 27 9 7
"288041" 19 219 2190 38.07251 1011.711 NA NA -3.159304 27.62244 7.5484 31.3329 322.1111 1 "Sti" "G2" 4 27 41 7
"288051" 19 220 2200 115.9178 1054.314 NA NA -13.26743 115.9998 3.971693 43.49466 369.2727 1 "Sti" "G2" 4 27 41 7
"288061" 19 221 2210 223.3011 1072.329 NA NA -9.043007 79.06485 -3.536158 30.06633 277.5556 1 "Sti" "G2" 4 27 41 7
"288071" 19 222 2220 299.7755 1079.611 NA NA -10.12635 88.53675 -0.721867 25.98718 232.7273 1 "Sti" "G2" 4 27 41 7
"288081" 19 223 2230 367.1508 1079.187 NA NA -3.837416 33.55131 -5.745434 7.905029 218.4444 1 "Sti" "G2" 4 27 41 7
"288091" 19 224 2240 382.0528 1076.985 NA NA -0.1803627 8.995772 -0.6514452 2.509096 279.5909 1 "Sti" "G2" 4 27 41 7
"288101" 19 225 2250 385.3549 1072.549 NA NA -1.157671 10.12175 -0.1162131 8.707626 272.6667 1 "Sti" "G2" 4 27 41 7
"29104" 19 519 5190 278.0929 1065.56 NA NA -1.914513 16.73898 3.04912 7.639968 305.2778 2 "Sti" "G2" 4 27 41 7
"29105" 19 520 5200 317.0794 1065.309 NA NA -5.92505 51.80392 1.430384 16.24775 333.0909 2 "Sti" "G2" 4 27 41 7
"29106" 19 521 5210 360.9413 1063.191 NA NA -3.519796 30.77429 -2.679863 9.500011 297.4444 2 "Sti" "G2" 4 27 41 7
"29107" 19 522 5220 381.2611 1040.592 NA NA -0.580261 9.582973 -2.651422 15.83541 288.3636 2 "Sti" "G2" 4 27 41 7
"29108" 19 523 5230 377.1775 1031.415 NA NA 0.1151692 4.242514 1.264768 4.27207 293.1111 2 "Sti" "G2" 4 27 41 7
"29109" 19 524 5240 380.6383 1027.048 NA NA -0.5187923 4.535907 -0.4384163 7.446849 309.6818 2 "Sti" "G2" 4 27 41 7
"291101" 19 525 5250 383.4989 1029.1 NA NA -0.1672923 1.610677 -0.4287795 22.27859 258.5556 2 "Sti" "G2" 4 27 41 7
"294041" 19 819 8190 369.3285 1033.925 NA NA 0.2089572 6.50212 2.698438 32.61778 306.3333 3 "Sti" "G2" 4 27 41 7
"294051" 19 820 8200 381.1927 1066.73 NA NA -1.607929 14.05845 -1.12679 21.33723 356.0909 3 "Sti" "G2" 4 27 41 7
"294061" 19 821 8210 384.4545 1054.944 NA NA 0.3865048 3.37929 -0.7864173 8.050523 327.3333 3 "Sti" "G2" 4 27 41 7
"294071" 19 822 8220 375.1179 1043.834 NA NA 1.732941 15.15146 -0.1026952 31.29286 358.4545 3 "Sti" "G2" 4 27 41 7
"294081" 19 823 8230 368.271 1012.436 NA NA -0.5574783 5.625036 1.457668 16.05162 186.7222 3 "Sti" "G2" 4 27 41 7
"294091" 19 824 8240 378.0292 1018.92 NA NA -0.7507358 7.451351 -1.002398 13.57126 269.9091 3 "Sti" "G2" 4 27 41 7
"294101" 19 825 8250 376.7094 1010.759 NA NA 0.5287389 4.622872 -0.865748 10.01065 260.4444 3 "Sti" "G2" 4 27 41 7
"297041" 19 1119 11190 35.6608 1025.45 NA NA -4.742579 41.46533 9.199159 4.629363 328.2778 4 "Sti" "G2" 4 27 41 7
"297051" 19 1120 11200 136.8661 1020.941 NA NA -15.8242 138.3542 2.383587 5.00206 323.9545 4 "Sti" "G2" 4 27 41 7
"297061" 19 1121 11210 249.4398 1003.842 NA NA -7.373334 64.46656 -7.518564 9.66587 269.6667 4 "Sti" "G2" 4 27 41 7
"297071" 19 1122 11220 297.8856 1005.431 NA NA -5.726989 50.07223 -1.104362 19.34974 231.2273 4 "Sti" "G2" 4 27 41 7
"297081" 19 1123 11230 334.452 1011.286 NA NA -4.035124 35.27991 2.580206 19.99336 263.3889 4 "Sti" "G2" 4 27 41 7
"297091" 19 1124 11240 378.9862 1025.528 NA NA -3.335605 29.16388 -5.017992 18.64983 280.2273 4 "Sti" "G2" 4 27 41 7
"297101" 19 1125 11250 391.2844 1027.97 NA NA -0.3072808 6.569246 -1.168414 6.151047 309.3889 4 "Sti" "G2" 4 27 41 7
"300041" 19 1419 14190 30.24297 1037.182 NA NA -2.549859 22.29393 4.938148 9.940415 296.5 5 "Sti" "G2" 4 27 41 7
"300051" 19 1420 14200 82.19649 1058.767 NA NA -7.346298 64.23018 -0.3109053 42.73603 261.6818 5 "Sti" "G2" 4 27 41 7
"300061" 19 1421 14210 125.2509 1071.482 NA NA -2.999584 26.22598 -1.708939 2.168378 304 5 "Sti" "G2" 4 27 41 7
"300071" 19 1422 14220 150.2726 1067.669 NA NA -2.06439 18.04938 -0.7835585 2.629099 323.1364 5 "Sti" "G2" 4 27 41 7
"300081" 19 1423 14230 170.5416 1069.983 NA NA -4.345355 37.99233 2.706332 14.28062 252.1111 5 "Sti" "G2" 4 27 41 7
