"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond"
"17527" 5 1159 11590 387.5431 564.4559 -4.15337 4.15337 0.3749343 15.55687 203.6667 3 "ITI" "GC"
"17528" 5 1160 11600 391.5311 540.1613 -0.4237498 2.953035 -0.6592047 14.82267 257.9091 3 "ITI" "GC"
"17529" 5 1161 11610 389.3281 529.611 2.898991 2.898991 -0.2630478 6.415168 178.6111 3 "ITI" "GC"
"17530" 5 1162 11620 385.7049 526.7981 3.310624 3.310624 0.111002 3.296093 221.8182 3 "ITI" "GC"
"17531" 5 1163 11630 382.8292 525.4836 0.5019986 2.071796 0.5075246 2.549863 263.5556 3 "ITI" "GC"
"17532" 5 1164 11640 384.2701 525.657 -0.8405061 1.077362 -0.09879013 7.134459 286.7273 3 "ITI" "GC"
"17533" 5 1165 11650 385.2465 532.5716 -0.1566609 1.012777 -0.1316871 3.601043 283.0556 3 "ITI" "GC"
"17534" 5 1166 11660 384.7439 526.1898 -0.263935 0.4355178 0.1096457 4.426464 323.1818 3 "ITI" "GC"
"17535" 5 1167 11670 385.602 524.5409 -1.83664 1.83664 0.2469259 1.433132 322.5556 3 "ITI" "GC"
"17536" 5 1168 11680 387.7565 525.442 0.4055613 2.616583 -0.7610675 1.844136 309.1364 3 "ITI" "GC"
"17537" 5 1169 11690 385.1114 525.3171 2.268725 2.268725 0.261015 2.532731 310.6111 3 "ITI" "GC"
"17538" 5 1170 11700 383.2411 523.6769 1.619648 1.619648 0.1153667 2.323114 305.8636 3 "ITI" "GC"
"17539" 5 1171 11710 382.1604 521.997 0.02562723 0.7369494 0.2139552 1.460782 309.6667 3 "ITI" "GC"
"17540" 5 1172 11720 384.0602 520.9436 -2.813835 2.813835 -0.03166304 1.848202 309.9545 3 "ITI" "GC"
"17541" 5 1173 11730 385.4035 521.4064 -0.06337709 0.2916937 -0.1552411 0.3351107 308.7778 3 "ITI" "GC"
"17542" 5 1174 11740 385.0073 521.7305 0.3049151 0.7281355 0.1699193 0.6346302 309.3182 3 "ITI" "GC"
"17543" 5 1175 11750 386.3599 523.1514 -2.817333 2.817333 0.3130684 3.482643 320.1111 3 "ITI" "GC"
"17544" 5 1176 11760 390.4805 525.3588 -4.906094 4.906094 -0.0745662 4.08406 309.0455 3 "ITI" "GC"
"17545" 5 1177 11770 393.9959 524.7794 -1.63852 1.63852 -0.355736 1.275164 278.5 3 "ITI" "GC"
"17546" 5 1178 11780 394.0518 521.5655 1.072233 1.072233 -0.2197161 2.971549 261.5909 3 "ITI" "GC"
"17547" 5 1179 11790 391.5164 521.8106 4.592041 4.592041 -0.2680202 0.6312556 285.5 3 "ITI" "GC"
"17548" 5 1180 11800 386.6379 525.2277 3.118575 3.118575 0.3555984 1.451769 319.3182 3 "ITI" "GC"
"17549" 5 1181 11810 385.2564 524.1796 0.5880324 0.5880324 0.06744619 1.405995 323.5 3 "ITI" "GC"
"17550" 5 1182 11820 384.417 523.1248 1.625053 1.625053 -0.08840316 1.701629 319.6364 3 "ITI" "GC"
"17551" 5 1183 11830 382.6552 521.8251 1.425788 1.425788 0.01364675 2.112066 316.9444 3 "ITI" "GC"
"17552" 5 1184 11840 381.3718 520.3798 0.9485499 0.9485499 0.09612897 1.56897 307.9091 3 "ITI" "GC"
"17553" 5 1185 11850 381.1019 519.0462 0.2407511 0.4547862 0.01835536 1.100038 305.2778 3 "ITI" "GC"
"17554" 5 1186 11860 380.8507 518.3563 -0.3854369 0.7666595 0.09939872 0.4239234 308.0909 3 "ITI" "GC"
"17555" 5 1187 11870 380.9853 518.3944 0.08102583 0.6255817 0.01688496 0.293364 309.6111 3 "ITI" "GC"
"17556" 5 1188 11880 381.7748 518.6043 -0.75987 0.8715712 -0.1326376 0.8538183 308.1818 3 "ITI" "GC"
"17557" 5 1189 11890 381.6206 519.2822 0.2000755 0.4234582 0.1131521 0.1370573 312.6667 3 "ITI" "GC"
"17558" 5 1190 11900 382.2719 518.9789 -1.258008 1.258008 0.04335547 0.3484743 307.9091 3 "ITI" "GC"
"17559" 5 1191 11910 383.3217 518.8043 -0.3535682 0.4512622 -0.1107474 0.4937624 308.0556 3 "ITI" "GC"
"17560" 5 1192 11920 383.1969 519.1199 0.1503806 0.32867 -0.01618092 0.2774242 311.4091 3 "ITI" "GC"
"17561" 5 1193 11930 383.2169 518.7006 0.1129427 0.2528927 -0.01095295 0.3570334 312 3 "ITI" "GC"
"1202" 1 1201 12010 230.933559291078 89.1832673938954 -11.715700413063 12.4164743409244 3.75601774579479 8.51921485185855 251.833333333333 4 "ITI" "GC"
"1203" 1 1202 12020 251.152015974331 77.1286615495527 -9.47099562032568 12.2896912276684 -3.48909901179741 10.3238454552894 226.181818181818 4 "ITI" "GC"
"1204" 1 1203 12030 253.814441323262 80.9515331663872 -11.4351222970166 11.4351222970166 3.26768217180083 14.5481563050608 199.055555555556 4 "ITI" "GC"
"1205" 1 1204 12040 272.013822481441 91.2021109562726 -17.1096380475125 17.1096380475125 -1.7417079408217 15.5878914702407 239.045454545455 4 "ITI" "GC"
"1206" 1 1205 12050 290.315385075618 77.8041362067311 -19.0222700693386 19.0222700693386 0.392712216716404 15.0872104850146 223.444444444444 4 "ITI" "GC"
"1207" 1 1206 12060 301.184814366552 71.437226142247 -6.06377802343775 7.1014220493189 -0.338037557756593 6.76648527299136 260.954545454545 4 "ITI" "GC"
"1208" 1 1207 12070 311.355168821656 72.8904769379874 -7.86294844075007 7.94593008914501 -1.16677102345028 7.58198322569797 256 4 "ITI" "GC"
"1209" 1 1208 12080 314.359564304883 64.6635487278411 -8.54069104785918 9.14608224256239 2.17915724650578 7.94818843435286 241.863636363636 4 "ITI" "GC"
"1210" 1 1209 12090 329.690354124273 54.3683810454943 -18.8730525351461 18.8730525351461 -0.328487205546708 15.9372906118703 227.333333333333 4 "ITI" "GC"
"1211" 1 1210 12100 357.031478553016 35.4452431666103 -30.3922373097217 30.3922373097217 0.432878909913768 29.1248331126848 227.181818181818 4 "ITI" "GC"
"1212" 1 1211 12110 377.500108978964 31.0103258692698 -13.6597861296891 13.6597861296891 -0.962061596488013 13.7728954123097 197.333333333333 4 "ITI" "GC"
"1213" 1 1212 12120 390.430258859211 39.9692034049221 -9.43182532118834 9.43182532118834 -0.993926329673627 10.0454870820928 226.863636363636 4 "ITI" "GC"
"1214" 1 1213 12130 390.665998589794 44.2893616652043 5.60797378780751 5.60797378780751 -0.815559660329313 4.89666018818554 225.944444444444 4 "ITI" "GC"
"1215" 1 1214 12140 384.858299974839 49.2363415121722 6.79263235252495 6.79263235252495 -0.0857016959279235 6.29142520010629 238.136363636364 4 "ITI" "GC"
"1216" 1 1215 12150 378.485830773381 51.9922151655265 1.51960328614359 3.3971036920874 0.970751961129167 3.26189047134477 248.666666666667 4 "ITI" "GC"
"1217" 1 1216 12160 383.118434827151 49.0161331031992 -4.17269140483648 4.17269140483648 -0.332190486384263 3.27555716361786 207.363636363636 4 "ITI" "GC"
"1218" 1 1217 12170 383.331681886938 41.5081916977277 2.97036743072613 2.97036743072613 -0.595805824604611 3.32422027725147 223.833333333333 4 "ITI" "GC"
"1219" 1 1218 12180 378.043364823432 39.1499673450663 4.6699359935244 4.6699359935244 0.30555201146484 4.99383500334471 275.863636363636 4 "ITI" "GC"
"1220" 1 1219 12190 374.226773751087 36.9031269065532 0.90546726968239 3.08935072684881 0.586260764506846 3.27936315137526 290.5 4 "ITI" "GC"
"1221" 1 1220 12200 378.144508011741 43.6742242635442 -8.80173850124277 8.80173850124277 0.785326786274197 9.87214476997008 222.681818181818 4 "ITI" "GC"
"1222" 1 1221 12210 388.800174030529 47.0592637152712 -2.6931207279805 6.12302246613444 -1.6397960638555 6.30329545593787 243.277777777778 4 "ITI" "GC"
"1223" 1 1222 12220 383.675798068207 39.2480410627929 6.35566983371319 6.35566983371319 0.153370806671489 7.00723870799357 271.545454545455 4 "ITI" "GC"
"1224" 1 1223 12230 380.860648007108 34.3612902705585 -1.45896032512923 1.5452355365108 0.624966832642372 2.00008410840184 247.444444444444 4 "ITI" "GC"
"1225" 1 1224 12240 379.845316814499 46.6078931600492 0.104185073016765 5.02571349431594 0.648259500018526 4.14372583239464 257.272727272727 4 "ITI" "GC"
"1226" 1 1225 12250 388.342430666082 41.2207768594213 -10.708746561114 10.708746561114 -0.305272838130463 9.46742413786717 169.277777777778 4 "ITI" "GC"
"1227" 1 1226 12260 393.265972316011 39.9845208862379 1.10303464134535 2.88066074118518 -0.947541240863472 2.94225289443455 232.5 4 "ITI" "GC"
"1228" 1 1227 12270 388.593124172039 36.6925497086524 6.31806865082768 6.31806865082768 -0.320773540378013 6.28531897239748 229.277777777778 4 "ITI" "GC"
"1229" 1 1228 12280 382.351867889982 43.4262805582483 4.96703785772939 4.96703785772939 0.235203580538212 3.81465058235113 257.545454545455 4 "ITI" "GC"
"1230" 1 1229 12290 377.560121605293 51.7789495048422 4.31717983511908 4.31717983511908 0.268210499267354 4.33102404508043 274.444444444444 4 "ITI" "GC"
"1231" 1 1230 12300 378.311808741483 37.5593127972072 -9.07481439285738 9.28113389035337 1.70746045523941 8.15243139039762 206 4 "ITI" "GC"
"1232" 1 1231 12310 389.496834360665 32.276303839337 -3.47992366907806 5.49829064441553 -2.30289414684353 5.59017163140629 229.166666666667 4 "ITI" "GC"
"1233" 1 1232 12320 386.274295693033 47.9295488679583 -0.462849642611161 5.3653822049659 1.74514396052751 3.96375117031687 229.727272727273 4 "ITI" "GC"
"1234" 1 1233 12330 390.41281574645 36.8470505705357 -0.202942256641165 2.64519585147178 -1.54127923101566 1.96141331682151 217.388888888889 4 "ITI" "GC"
"1235" 1 1234 12340 387.457187157416 47.9043809132834 -0.455358538774817 5.23848238601101 0.888569112035668 4.59363847503079 257.181818181818 4 "ITI" "GC"
"1236" 1 1235 12350 388.996760005546 46.5067283493 2.72904842281895 3.74280333781309 -0.809823917620008 4.3833366846963 201.833333333333 4 "ITI" "GC"
"1237" 1 1236 12360 386.068918063409 33.9161018087399 1.58895497259459 1.93622806032545 0.635203949488357 2.47440068452431 210.590909090909 4 "ITI" "GC"
"1238" 1 1237 12370 384.708203766893 35.2180267005747 1.61980883887099 1.63574453115552 -0.663727328567973 1.03680338422134 233.055555555556 4 "ITI" "GC"
"1239" 1 1238 12380 379.15610161135 40.8480597420018 7.87983239052045 7.87983239052045 0.289609238274465 8.16511990045825 240.136363636364 4 "ITI" "GC"
"1240" 1 1239 12390 374.466019968442 38.1937320691113 1.82431264534955 1.98892077722667 -0.163602120226926 2.02738594771881 258.222222222222 4 "ITI" "GC"
"1241" 1 1240 12400 370.893691452763 32.2004690887889 9.87574765295994 9.87574765295994 -0.800417175897223 10.0530545520352 267.772727272727 4 "ITI" "GC"
"1242" 1 1241 12410 358.634027815989 35.4276263523509 8.10618836919775 8.10618836919775 0.668561320300682 7.68742849202454 285.611111111111 4 "ITI" "GC"
"1243" 1 1242 12420 354.778606253205 46.820668827822 1.37617806161649 1.57062010771591 0.420557393770366 4.5751251174234 269.545454545455 4 "ITI" "GC"
"1244" 1 1243 12430 354.99418462884 76.0488995707507 -6.60265204204444 7.40187378277363 1.96104282933277 9.75644286981867 234.666666666667 4 "ITI" "GC"
"1245" 1 1244 12440 372.969972413091 90.94929605472 -21.4266938370383 21.4266938370383 -0.808741434011381 23.1227328125939 172.318181818182 4 "ITI" "GC"
"1246" 1 1245 12450 385.039196538613 84.5921319801862 -0.0941392946160704 4.06564423296936 -1.70529916781669 3.45421086965894 240.444444444444 4 "ITI" "GC"
"1247" 1 1246 12460 380.350548743954 84.5820805007246 3.4522379737117 3.4522379737117 0.533374415546746 2.52005561707784 230 4 "ITI" "GC"
"1248" 1 1247 12470 379.186580264905 85.3559943985767 -0.31663250141105 0.591317168477417 0.222804898154379 0.483737720813792 231 4 "ITI" "GC"
"1249" 1 1248 12480 379.305902311692 84.0622169370647 1.14189718522812 1.22333695616908 -0.231127510288047 1.17204133034494 243.681818181818 4 "ITI" "GC"
"1250" 1 1249 12490 377.823302437124 86.0621298953812 1.14009997437279 1.14009997437279 -0.0114912717601214 0.52205270860162 274.833333333333 4 "ITI" "GC"
"1251" 1 1250 12500 376.287046984242 89.160041995163 1.70791459452244 1.70791459452244 0.0405180636025761 1.17789221985498 287.818181818182 4 "ITI" "GC"
"1252" 1 1251 12510 374.876518339459 88.2010802885878 2.06384022853604 2.06384022853604 -0.3864704012978 3.66743814543071 241.222222222222 4 "ITI" "GC"
"1253" 1 1252 12520 371.794987492506 78.593153309342 -0.569099002373434 4.70820163909985 1.15292231150698 5.10774494309891 218 4 "ITI" "GC"
"1254" 1 1253 12530 379.778990309867 80.9816339227322 -11.3952396199315 11.3952396199315 0.686891307097483 12.4874494187144 203.055555555556 4 "ITI" "GC"
"1255" 1 1254 12540 391.631000544079 87.4735205018175 -7.9809111544717 8.360802719319 -1.53906292450887 9.63567518599837 181.090909090909 4 "ITI" "GC"
"1256" 1 1255 12550 391.256149683943 88.502228703502 5.06550973543727 5.06550973543727 -0.509666335217673 5.88601240324459 175.611111111111 4 "ITI" "GC"
"1257" 1 1256 12560 384.531795409167 83.8821133454534 6.68986945947762 6.68986945947762 0.274787077038923 7.69282735484819 225.363636363636 4 "ITI" "GC"
"1258" 1 1257 12570 379.727429002866 79.1566407403946 3.87368330965717 3.87368330965717 0.0104794958463685 4.48013855311285 259.888888888889 4 "ITI" "GC"
"1259" 1 1258 12580 376.103337933219 75.9961763682233 2.61124113520509 2.61124113520509 0.324263460314853 3.21779120267922 281.590909090909 4 "ITI" "GC"
"1260" 1 1259 12590 374.686156419393 73.2358404493235 0.451033960571692 0.784755036215472 0.158163628067143 1.93077432076348 291.777777777778 4 "ITI" "GC"
"1261" 1 1260 12600 374.58573737324 83.2678272807126 -0.870398294788686 1.13117074537121 0.0784945939307136 2.78422655100451 227.136363636364 4 "ITI" "GC"
"1262" 1 1261 12610 376.418471967191 93.9418304769974 1.45605105258443 2.55408224774379 -0.695192328353698 3.84536412904214 207.222222222222 4 "ITI" "GC"
"1263" 1 1262 12620 373.590585003549 87.3419673056096 -7.40857152352049 10.1047329040948 2.52116033017631 6.97517610121218 243.409090909091 4 "ITI" "GC"
"1264" 1 1263 12630 390.470155362449 54.5319104709195 -11.5592378207953 11.5592378207953 -1.73126222071801 7.52873990437286 185 4 "ITI" "GC"
"1265" 1 1264 12640 392.245405906188 39.4321307321754 6.18112029385406 7.00232451752549 -1.6801656202901 5.75568719810968 223.136363636364 4 "ITI" "GC"
"1266" 1 1265 12650 380.702361327247 48.3975372406999 6.89170202143509 7.63697540151657 1.81152039166955 7.73615963514823 223.222222222222 4 "ITI" "GC"
"1267" 1 1266 12660 386.024492603115 33.0434470397937 -10.9954384986161 10.9954384986161 0.297308423273705 9.98569809529334 197.318181818182 4 "ITI" "GC"
"1268" 1 1267 12670 392.708150231614 36.9738835569415 -1.07645430089372 2.42206165729579 -1.22467026426102 2.99985787306946 237.055555555556 4 "ITI" "GC"
"1269" 1 1268 12680 387.574717032448 41.97151808369 9.26941013831873 9.26941013831873 -0.288893785767982 9.63614865741357 215.545454545455 4 "ITI" "GC"
"1270" 1 1269 12690 379.346199212423 34.98573050602 6.60098968849178 6.60098968849178 0.303888090797955 7.12699050267594 241.222222222222 4 "ITI" "GC"
"1271" 1 1270 12700 374.769523222562 28.0287846670471 2.88249785216277 2.88249785216277 0.167385575236608 3.2020033517519 251 4 "ITI" "GC"
"1272" 1 1271 12710 371.688076812775 27.5576619112604 3.66214628364435 3.66214628364435 -0.464782679247207 3.74534631633969 301.333333333333 4 "ITI" "GC"
"1273" 1 1272 12720 363.347186623985 24.7269735717052 21.9280228104661 21.9280228104661 -2.01913177401974 21.9614010271668 174.590909090909 4 "ITI" "GC"
"1274" 1 1273 12730 331.970150100504 27.0064939137412 24.4644740342072 24.4644740342072 0.483601432669559 24.1679189300204 220.444444444444 4 "ITI" "GC"
"1275" 1 1274 12740 312.536891744658 26.0173759598901 18.3568953818182 18.3568953818182 1.75786200762639 18.4427382367323 225.227272727273 4 "ITI" "GC"
"1276" 1 1275 12750 303.567262921258 28.071469693408 3.8741356471042 3.8741356471042 -0.000819140680562214 3.55725826897464 246.055555555556 4 "ITI" "GC"
"1277" 1 1276 12760 291.487727198713 29.6241247711656 18.6319431320712 18.6319431320712 -0.81805450826522 18.0809962151012 253.818181818182 4 "ITI" "GC"
"1278" 1 1277 12770 279.823009835097 38.8415564517013 7.25798654048907 7.25798654048907 -0.047396164809868 6.24235269079418 258.833333333333 4 "ITI" "GC"
"1279" 1 1278 12780 270.501878764929 42.3024860515838 6.56820778211096 6.56820778211096 1.11065602848481 5.76513198787455 262.318181818182 4 "ITI" "GC"
"1280" 1 1279 12790 265.63724983154 55.4816104173945 8.8601247141612 8.8601247141612 -0.826899874677395 5.6490946086418 244 4 "ITI" "GC"
"1281" 1 1280 12800 252.27001773548 75.8036976462508 15.3699186479275 15.3699186479275 -0.453055213247922 7.36846718853275 229 4 "ITI" "GC"
"1282" 1 1281 12810 238.502650758632 90.7905321553608 10.2217193101287 10.2217193101287 0.405970332073252 9.74230714356617 193.222222222222 4 "ITI" "GC"
"1283" 1 1282 12820 224.442624221181 88.9424366675035 24.4797804426109 24.4797804426109 -1.75989640026037 21.6476037461074 215.909090909091 4 "ITI" "GC"
"1284" 1 1283 12830 196.074508924498 93.5172569773059 25.3169679510157 25.3169679510157 -0.318973221051692 21.2869265913472 225.277777777778 4 "ITI" "GC"
"1285" 1 1284 12840 167.843562048031 90.4583174534347 38.5267565183497 38.5267565183497 -1.06847346914887 34.7941722738752 224.227272727273 4 "ITI" "GC"
"1286" 1 1285 12850 125.242674355497 96.0107226896609 37.0944224293135 37.0944224293135 0.243231548504227 27.108589388348 206.5 4 "ITI" "GC"
"1287" 1 1286 12860 92.9648962259223 96.1670077820203 34.7136865470539 34.7136865470539 1.24094858984392 23.2592726671382 218.545454545455 4 "ITI" "GC"
"1288" 1 1287 12870 61.5383624660875 96.7240338119917 23.2519308831705 23.2519308831705 0.950165659174033 15.0819992282697 245.888888888889 4 "ITI" "GC"
"1289" 1 1288 12880 33.2566361400125 91.7045745413773 30.8416777421414 30.8416777421414 0.0895275419418802 12.0533756462386 216.136363636364 4 "ITI" "GC"
"1290" 1 1289 12890 19.7711014754932 93.6707090275799 -5.72466196485269 7.64480085374158 3.55365280489202 3.01672104217847 200.388888888889 4 "ITI" "GC"
"1291" 1 1290 12900 29.993732069431 83.3316151636537 -5.49453913590532 5.49453913590532 -1.60607999528065 7.02277432621078 285.227272727273 4 "ITI" "GC"
"1292" 1 1291 12910 31.3304299944966 78.4492275641832 -0.208381889391053 0.268410324058916 -0.0759286997126409 2.48221561643247 300.833333333333 4 "ITI" "GC"
"1293" 1 1292 12920 31.1701686155582 76.4715583657953 0.56371471847482 0.779822559029533 -0.0699381022088197 1.39114000251024 295.818181818182 4 "ITI" "GC"
"1294" 1 1293 12930 30.7850723852129 75.8446229866967 -0.141394011523651 0.367979201975096 0.0765814552333133 0.26792327526023 302 4 "ITI" "GC"
"1295" 1 1294 12940 31.0445472992457 75.5598970883496 -0.249175795452569 0.323410595195806 0.0769425864573137 0.123743530953874 289.272727272727 4 "ITI" "GC"
"1296" 1 1295 12950 31.232368216466 75.4954112036034 -0.350796428266989 0.373152752574768 -0.0464453396811102 0.115501310773084 293.5 4 "ITI" "GC"
"1297" 1 1296 12960 31.6367951982004 75.5043067797961 -0.0496674360524025 0.279218788071645 -0.0515766709054617 0.171931682058585 294.636363636364 4 "ITI" "GC"
"1298" 1 1297 12970 31.5959081103782 75.6726171887397 0.194110850939218 0.390116254114901 -0.0357434085394139 0.121629248329867 297.888888888889 4 "ITI" "GC"
"1299" 1 1298 12980 31.2426020735894 75.9852319888509 0.57582950416953 0.638719862246443 -0.0739756864481578 0.191595464935446 292.5 4 "ITI" "GC"
"1300" 1 1299 12990 30.6396008710707 76.488330683049 -0.115862071843178 0.525847634740504 0.174163882659848 0.281005651870345 290.722222222222 4 "ITI" "GC"
"1301" 1 1300 13000 31.1969853967092 76.554797363777 -0.371287362587861 0.517697400500314 -0.0810597072232895 0.244434336639586 295.5 4 "ITI" "GC"
"1302" 1 1301 13010 30.7943326341922 76.8818368458518 1.48937263161293 1.48937263161293 -0.0850962005017877 0.173765543712463 298.555555555556 4 "ITI" "GC"
"1303" 1 1302 13020 29.0365348187975 76.9757656778488 1.20597154418353 1.20597154418353 0.0595039685989143 0.874515839568403 293.227272727273 4 "ITI" "GC"
"1304" 1 1303 13030 28.7468324274402 76.2464208047525 -0.404700748744347 0.425977161894671 0.099934970408551 0.550249344195166 290.5 4 "ITI" "GC"
"1305" 1 1304 13040 29.2500715952307 75.7671827252049 -0.606077024835077 0.607280717729747 0.0407386345543443 0.402516524440102 288.045454545455 4 "ITI" "GC"
"1306" 1 1305 13050 29.9864877630879 75.9162093242332 -0.653201169613624 0.653201169613624 -0.039808066662026 0.193305427809094 286.166666666667 4 "ITI" "GC"
"1307" 1 1306 13060 30.462350564919 75.7724584114627 -0.182891504130435 0.284690047439351 -0.052746501035827 0.0569305826005575 283.5 4 "ITI" "GC"
"1308" 1 1307 13070 30.2916248539131 75.7941865961696 0.316552206876448 0.316552206876448 -0.0154132565570215 0.0471344609615727 287.111111111111 4 "ITI" "GC"
"1309" 1 1308 13080 30.3227939279504 75.7855608482315 -0.572429937393441 0.671043011136053 0.12270413120315 0.0455023748354932 289 4 "ITI" "GC"
"1310" 1 1309 13090 30.8090020570214 75.6117548465214 -0.0100114129820774 0.169765702306375 -0.10674462210617 0.0538582799810285 284.444444444444 4 "ITI" "GC"
"1311" 1 1310 13100 30.4232038565676 75.6985881388689 1.28975150306413 1.28975150306413 -0.294263475190739 0.292083397920166 279.590909090909 4 "ITI" "GC"
"1312" 1 1311 13110 28.0556399230109 75.9189738665307 2.62434580817941 2.62434580817941 0.0917243590338046 1.14074638843594 286.388888888889 4 "ITI" "GC"
"1313" 1 1312 13120 26.2697827799805 74.8867598830904 0.491745709855508 0.641377217969868 0.253070745028161 1.45684182995493 272.545454545455 4 "ITI" "GC"
"1314" 1 1313 13130 26.9416600233308 73.7856660203016 -1.7968245496023 1.7968245496023 0.228072877693634 0.326026075428373 283.666666666667 4 "ITI" "GC"
"1315" 1 1314 13140 29.4921803136778 72.9214396868889 -2.19795348141737 2.19795348141737 -0.196596043989206 0.309647760880495 284.363636363636 4 "ITI" "GC"
"1316" 1 1315 13151.5 30.1805854467278 72.9401380143803 0.0473160788819449 0.173271826380397 -0.112012135916959 0.133076584611743 286.916666666667 4 "ITI" "GC"
"1317" 1 1316 13160 30.3934799728072 73.0074730907899 -0.262852605633174 0.371993995013423 0.0747314551627198 0.180589506121663 286.590909090909 4 "ITI" "GC"
"1318" 1 1317 13170 30.5888995538129 72.9935117871452 -0.143446581952624 0.256722133401205 -0.0148560904254538 0.0653200977152579 286.277777777778 4 "ITI" "GC"
"1319" 1 1318 13180 30.9238673931137 72.8742222935558 0.0141712598542654 0.577883731991598 -0.0792152224225831 0.0642461727941566 289.818181818182 4 "ITI" "GC"
"1320" 1 1319 13190 30.1435761427413 73.1925655275701 0.594713356588468 0.641800220995254 0.0770853618557084 0.065380110553491 293.222222222222 4 "ITI" "GC"
"1321" 1 1320 13200 30.3698697779548 73.2571912569979 -0.638799085551302 0.638799085551302 -0.00592582353679205 0.199039978525747 286.954545454545 4 "ITI" "GC"
"1322" 1 1321 13210 30.2823832218867 73.1978724697392 1.80218994727919 1.80218994727919 -0.378735110983417 0.726568619652397 281.722222222222 4 "ITI" "GC"
"1323" 1 1322 13220 26.7579696068968 73.0027698005727 3.36615667411357 3.36615667411357 0.298136277456763 1.65782089491313 272.590909090909 4 "ITI" "GC"
"1324" 1 1323 13230 25.4187722745083 72.2806836440282 -0.210407907262574 0.484104577583633 0.192114905622809 0.694211708786483 259 4 "ITI" "GC"
"1325" 1 1324 13240 26.8389548384975 71.4959294275436 -2.51009212443195 2.51009212443195 0.0828512240279551 0.387008320650111 266.272727272727 4 "ITI" "GC"
"1326" 1 1325 13250 29.4404856104369 71.15931815041 -2.16739980890715 2.16739980890715 -0.0356753809811856 0.68085326367958 275.555555555556 4 "ITI" "GC"
"1327" 1 1326 13260 30.8697521026428 71.1512354494934 -0.470769981976474 0.702595467149607 -0.169508112095059 0.34783200119233 277.409090909091 4 "ITI" "GC"
"1328" 1 1327 13270 30.9527582813178 71.374247389837 0.0766109073947909 0.206733607215103 -0.0328657603115907 0.256341525247876 283.444444444444 4 "ITI" "GC"
"1329" 1 1328 13280 30.6771163685019 71.8250538603961 0.14449984741605 0.260265163071999 0.00940257809904566 0.340105757393005 276.545454545455 4 "ITI" "GC"
"1330" 1 1329 13290 30.6920095379244 72.195533190421 -0.0159291185140589 0.150745299595059 0.0550373362321324 0.349120352013671 280.333333333333 4 "ITI" "GC"
"1331" 1 1330 13300 30.7938053648648 72.5837088214892 -0.641447270355751 0.657867985732079 0.00921337988552651 8.19934814889569 290.5 4 "ITI" "GC"
"1332" 1 1331 13310 31.7633737259266 46.6797657951626 -3.24068297342361 3.33784749545859 0.78111359215648 23.999446616405 205.444444444444 4 "ITI" "GC"
"1333" 1 1332 13320 39.1759830442755 26.6336555869366 -7.2666407163673 7.2666407163673 -0.673148103309302 8.35925921815669 190.272727272727 4 "ITI" "GC"
"1334" 1 1333 13330 41.3329583705517 41.0442643345829 2.71611265961594 3.54966243184742 -0.43321916658639 8.19151208566974 252.888888888889 4 "ITI" "GC"
"1335" 1 1334 13340 38.3012600013811 45.5817285904716 0.12467480153029 1.49670169892586 0.550130031915302 8.01862596755198 215.954545454545 4 "ITI" "GC"
"1336" 1 1335 13350 40.923009261582 31.6646417635346 -4.77615617539662 4.77615617539662 0.710146489115331 3.66846763675561 214.611111111111 4 "ITI" "GC"
"1337" 1 1336 13360 48.0554426629772 32.2674616953767 -5.36973051484514 6.47163023982772 -0.911293407790275 5.7021969470716 202.5 4 "ITI" "GC"
"1338" 1 1337 13370 51.9961730072939 33.3830163824636 -8.68258578901794 8.68258578901794 1.68207624159052 4.23944782845428 200.722222222222 4 "ITI" "GC"
"1339" 1 1338 13380 64.1328155545932 33.3903896071639 -17.1357306723767 17.1357306723767 0.0205722337054652 19.2913026019098 212.363636363636 4 "ITI" "GC"
"1340" 1 1339 13390 82.4655782436516 34.0712697332754 -11.3104549981899 11.3104549981899 -0.483238431184446 8.28860150464645 180.055555555556 4 "ITI" "GC"
"1341" 1 1340 13400 94.3580183836836 40.3420514029209 -13.5794656895134 13.5794656895134 -0.729078517749016 19.2632789827962 221.227272727273 4 "ITI" "GC"
"1342" 1 1341 13410 100.407823483081 43.6346350604702 -0.866485328739827 1.75587722352768 -0.376858369433279 5.03653381338962 206.666666666667 4 "ITI" "GC"
"1343" 1 1342 13420 104.63938009212 35.7734060466664 -10.6183407970747 10.6183407970747 0.791383234889508 11.7837606264247 215.272727272727 4 "ITI" "GC"
"1344" 1 1343 13430 113.434936565157 37.9387497225678 -2.06560391792462 4.94843237767444 -0.274146952323207 4.46261994952 168.166666666667 4 "ITI" "GC"
"1345" 1 1344 13440 123.417430323985 33.8189997048919 -26.5811631992578 26.5811631992578 1.56339175717655 26.1666093110829 229.090909090909 4 "ITI" "GC"
"1346" 1 1345 13450 149.854641527466 31.5688527538789 -17.0890419777234 17.0890419777234 -0.618835671160497 15.0555869219176 259.333333333333 4 "ITI" "GC"
"1347" 1 1346 13460 172.799392097861 32.885289452683 -28.0993503973118 28.0993503973118 -0.15714064447485 29.0275651602805 242.636363636364 4 "ITI" "GC"
"1348" 1 1347 13470 186.063388955597 37.3276520270088 2.60375485859447 4.89430909474459 -2.44978971221042 4.79728219958989 267 4 "ITI" "GC"
