"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond"
"26657" 7 1916 19160 34.42425 818.7452 0.6160737 0.6462925 -0.04527649 0.1323934 236.1364 6 "ITI" "G+"
"26658" 7 1917 19170 33.9572 818.6453 0.0376463 0.3561433 -0.01452623 0.1164971 236.3333 6 "ITI" "G+"
"26659" 7 1918 19180 34.24766 818.531 -0.1304499 0.433753 -0.06558048 0.1177394 229.8182 6 "ITI" "G+"
"26660" 7 1919 19190 34.11703 818.6499 0.4890188 0.5133158 0.001057518 0.154138 233.8889 6 "ITI" "G+"
"26661" 7 1920 19200 33.73832 818.6555 -0.5770477 1.012538 0.2028365 0.2640012 232.2273 6 "ITI" "G+"
"26662" 7 1921 19210 34.61932 818.4285 -0.5064748 0.5064748 -0.01606962 0.06998436 224.3889 6 "ITI" "G+"
"26663" 7 1922 19220 35.13377 818.3565 0.09697142 1.04407 -0.2287447 0.1086306 225.7727 6 "ITI" "G+"
"26664" 7 1923 19230 34.29668 818.4653 0.715385 0.9512483 -0.009944096 0.1597874 232.5 6 "ITI" "G+"
"26665" 7 1924 19240 33.59239 818.6399 0.5642132 0.7270485 0.1275877 0.1465359 227.9545 6 "ITI" "G+"
"26666" 7 1925 19250 33.22184 818.5461 0.131041 0.3659232 0.06811656 0.06882356 242.5556 6 "ITI" "G+"
"26667" 7 1926 19260 34.36401 818.191 -1.880845 1.880845 0.09524056 0.4351856 237.6364 6 "ITI" "G+"
"26668" 7 1927 19270 34.39456 818.1814 1.427866 1.427866 -0.2733337 0.2293632 236.8889 6 "ITI" "G+"
"26669" 7 1928 19280 33.65886 818.2804 -0.1496814 0.6263018 0.1781481 0.08643274 237.4545 6 "ITI" "G+"
"26670" 7 1929 19290 33.95509 818.2171 0.3102888 0.3990149 -0.1582333 0.07200349 232.2778 6 "ITI" "G+"
"26671" 7 1930 19300 33.19743 818.3719 0.4035761 0.6460002 0.05597435 0.1095193 236 6 "ITI" "G+"
"26672" 7 1931 19310 33.16158 818.4145 0.08458378 0.1765378 0.08432651 0.09084521 232.1111 6 "ITI" "G+"
"26673" 7 1932 19320 33.43437 818.3789 -0.4726576 0.4726576 -0.01037195 0.1183747 235.8182 6 "ITI" "G+"
"26674" 7 1933 19330 33.35129 818.4323 0.2803017 0.2817241 -0.01404338 0.116876 237.5 6 "ITI" "G+"
"26675" 7 1934 19340 33.2062 818.4967 0.4882802 0.5163453 -0.05136445 0.2018489 237.8636 6 "ITI" "G+"
"26676" 7 1935 19350 32.52552 818.8119 0.2240112 0.3263581 0.06238892 0.1689119 244.8125 6 "ITI" "G+"
"26677" 7 1936 19360 32.63008 818.9538 -0.612261 0.7186142 0.175551 0.1835727 236.0909 6 "ITI" "G+"
"26678" 7 1937 19370 34.1155 818.7298 -1.321631 1.321631 -0.1489384 0.2283808 225 6 "ITI" "G+"
"26679" 7 1938 19380 34.16713 818.6308 0.6693669 0.7003689 -0.1027561 0.04214096 223.6364 6 "ITI" "G+"
"26680" 7 1939 19390.5 33.60146 818.7446 0.7199162 0.7301178 -0.04131092 0.2163379 230.9375 6 "ITI" "G+"
"26681" 7 1940 19400 33.02055 818.9963 0.1692865 0.4597247 0.07144795 0.185425 236.0909 6 "ITI" "G+"
"26682" 7 1941 19410 32.92179 819.12 -0.1176584 0.3342154 0.07254984 0.07998996 240.2778 6 "ITI" "G+"
"26683" 7 1942 19420 33.157 819.0627 -0.2954337 0.301334 -0.007925795 0.09528231 228.1364 6 "ITI" "G+"
"26684" 7 1943 19430 33.27596 819.0761 0.355022 0.3984762 -0.1051494 0.2115949 230.5556 6 "ITI" "G+"
"26685" 7 1944 19440 33.65957 819.14 -1.191319 1.31284 0.07025788 0.2648206 230.5909 6 "ITI" "G+"
"26686" 7 1945 19450 33.55206 819.2179 0.5909253 0.670201 0.04303848 0.2789055 228.3333 6 "ITI" "G+"
"26687" 7 1946 19460 33.6741 819.3382 0.2652936 0.8602607 -0.04425037 0.1132378 229.9545 6 "ITI" "G+"
"26688" 7 1947 19470 33.50524 819.4619 -0.7177721 0.8651367 0.1658407 0.1310406 235.5 6 "ITI" "G+"
"26689" 7 1948 19480 34.55828 819.3013 0.01877857 1.195632 -0.2876522 0.2157544 232.2727 6 "ITI" "G+"
"26690" 7 1949 19490 33.50776 819.5796 0.5890743 0.605942 0.1078358 0.1285551 240.3889 6 "ITI" "G+"
"26691" 7 1950 19500 33.00305 819.7238 0.9011339 0.9011339 -0.0209637 0.2078274 243.3636 6 "ITI" "G+"
"26692" 7 1951 19510 32.63603 819.7875 -0.2957518 0.3235452 0.09238269 0.0627868 242.2222 6 "ITI" "G+"
"26693" 7 1952 19520 33.01326 819.7559 -0.1744466 0.3198831 -0.07011744 0.09932741 243.4545 6 "ITI" "G+"
"26694" 7 1953 19530 32.89147 819.937 0.4428778 0.482157 -0.06267802 0.2040719 237.7222 6 "ITI" "G+"
"26695" 7 1954 19540 32.14778 820.1446 0.4014485 0.8003522 0.1297748 0.1987459 243.4091 6 "ITI" "G+"
"26696" 7 1955 19550 32.51107 820.355 -0.32163 0.519774 -0.1044601 0.2423124 242.2778 6 "ITI" "G+"
"26697" 7 1956 19560 32.54772 820.5612 -0.1101483 0.2309684 0.04194269 0.1536614 244.3636 6 "ITI" "G+"
"26698" 7 1957 19570 32.66598 820.6633 -0.1465551 0.1816593 0.03983085 0.1016166 242.7222 6 "ITI" "G+"
"26699" 7 1958 19580 32.87806 820.8187 -0.3542263 0.3986603 0.006997023 0.1863206 241.3182 6 "ITI" "G+"
"26700" 7 1959 19590 33.22662 820.9603 -0.05921085 0.1915285 -0.02749363 0.1918673 244.3889 6 "ITI" "G+"
"26701" 7 1960 19600 33.0415 821.2357 0.3853394 0.3932255 -0.06967187 0.3126799 247.8182 6 "ITI" "G+"
"26702" 7 1961 19610 32.60147 821.5713 0.2836947 0.310965 0.07781758 0.2415804 253.1111 6 "ITI" "G+"
"26703" 7 1962 19620 32.30369 821.8401 0.5108808 0.6718173 -0.07395787 0.3944981 246 6 "ITI" "G+"
"26704" 7 1963 19630 32.20983 822.1095 -0.5543227 0.7630736 0.1478574 0.1305665 242.6667 6 "ITI" "G+"
"26705" 7 1964 19640 32.89503 822.2448 -0.7398007 0.7398007 -0.07057794 0.1855206 237.8636 6 "ITI" "G+"
"26706" 7 1965 19650 32.97934 822.4679 0.8094377 0.8094377 -0.1448005 0.3485455 233.1111 6 "ITI" "G+"
"26707" 7 1966 19660 32.38466 822.8963 -0.04560433 0.4029972 0.1859426 0.3117368 231.5909 6 "ITI" "G+"
"26708" 7 1967 19670 32.69147 823.1128 -0.1552745 0.2433608 -0.07474373 0.181915 241.8333 6 "ITI" "G+"
"26709" 7 1968 19680 32.6452 823.2637 -0.002517311 0.1474373 -0.003972946 0.2114739 237.5909 6 "ITI" "G+"
"26710" 7 1969 19690 32.72577 823.454 -0.01867379 0.1534462 0.01575987 0.07319197 246 6 "ITI" "G+"
"26711" 7 1970 19700 32.63605 823.5613 0.4014329 0.4924156 -0.05442406 0.2630317 239.9091 6 "ITI" "G+"
"26712" 7 1971 19710 32.03924 823.9181 0.2140279 0.3113932 0.06842845 0.2718462 243.7778 6 "ITI" "G+"
"26713" 7 1972 19720 32.22666 824.1282 0.01224126 0.4072912 -0.1282896 0.257988 247.5909 6 "ITI" "G+"
"26714" 7 1973 19730 31.8142 824.3944 0.4053346 0.4053346 0.113108 0.1674942 250.9444 6 "ITI" "G+"
"26715" 7 1974 19740 31.84141 824.6494 -0.1990935 0.3360545 -0.01741482 0.3334764 253 6 "ITI" "G+"
"26716" 7 1975 19750 31.77083 824.8285 0.1816305 0.1890603 0.02716488 0.09106755 254.4444 6 "ITI" "G+"
"26717" 7 1976 19760 31.80403 824.9245 -0.4349259 0.4717794 0.05332192 0.06424389 250.4545 6 "ITI" "G+"
"26718" 7 1977 19770 32.39493 824.8586 -0.1684434 0.4845236 -0.110396 0.04542917 254 6 "ITI" "G+"
"26719" 7 1978 19780 31.82625 824.9117 0.6139449 0.7618793 0.1018291 0.0610652 257.2273 6 "ITI" "G+"
"26720" 7 1979 19790 31.76002 824.9865 -0.224963 0.2987034 -0.06982633 0.0674356 254.7778 6 "ITI" "G+"
"26721" 7 1980 19800 31.93599 825.0171 -0.1999448 0.487106 0.08936027 0.02806152 249.2273 6 "ITI" "G+"
"26722" 7 1981 19810 32.22191 825.0303 -0.1210333 0.1877662 -0.07778083 0.05595261 253.5 6 "ITI" "G+"
"26723" 7 1982 19820 32.47265 825.0445 -0.2558361 0.3166771 -0.004469536 0.02958359 255.7727 6 "ITI" "G+"
"26724" 7 1983 19830 32.25576 825.0564 0.2127432 0.2791944 0.008333087 0.03127097 255 6 "ITI" "G+"
"26725" 7 1984 19840 31.94025 825.1243 0.5344306 0.5424627 0.009929498 0.08858004 251.1818 6 "ITI" "G+"
"26726" 7 1985 19850 31.89961 825.1896 -0.3797253 0.3986064 0.08699257 0.04684665 247.3333 6 "ITI" "G+"
"26727" 7 1986 19860 32.02872 825.1743 0.1716277 0.2977446 -0.08505808 0.03383215 254.2273 6 "ITI" "G+"
"26728" 7 1987 19870 31.92708 825.1733 0.08298624 0.2322121 -0.0003520976 0.0199417 259.1667 6 "ITI" "G+"
"26729" 7 1988 19880 31.83528 825.1706 0.09996177 0.1440535 -0.0564565 0.06407035 258.0909 6 "ITI" "G+"
"26730" 7 1989 19890 31.55962 825.1605 0.5473153 0.5473153 -0.03225705 0.05510629 258.2778 6 "ITI" "G+"
"26731" 7 1990 19900 30.80633 825.1979 0.4604789 0.5403502 0.08290956 0.05197611 259.3182 6 "ITI" "G+"
"26732" 7 1991 19910 30.87346 825.1255 -0.1713652 0.2092026 0.01517701 0.04857677 255.3333 6 "ITI" "G+"
"26733" 7 1992 19920 31.00333 825.1071 -0.2573559 0.2597218 0.02377815 0.02670691 251.8636 6 "ITI" "G+"
"26734" 7 1993 19930 31.25327 825.1102 -0.2951449 0.4116961 0.01396371 0.03020718 252.8333 6 "ITI" "G+"
"26735" 7 1994 19940 31.80279 825.1027 -0.2733448 0.4798419 -0.03925714 0.02615326 258.3182 6 "ITI" "G+"
"26736" 7 1995 19950 31.7111 825.1233 -0.1624352 0.3125794 0.03550075 0.0595137 264.6111 6 "ITI" "G+"
"26737" 7 1996 19960 31.96 825.1148 0.08785141 0.2538443 -0.08260038 0.06314949 256.3182 6 "ITI" "G+"
"26738" 7 1997 19970 31.65378 825.1322 0.5271238 0.5271238 -0.07464541 0.0370041 252.1111 6 "ITI" "G+"
"26739" 7 1998 19980 30.93278 825.1827 0.409011 0.4779102 0.08795914 0.07293362 252.6364 6 "ITI" "G+"
"26740" 7 1999 19990 30.94067 825.0533 -1.254867 1.268983 0.6987277 1.264133 251 6 "ITI" "G+"
"26741" 7 2000 20000 41.3535 820.0227 -22.29822 22.29822 1.449715 6.251814 207.0455 6 "ITI" "G+"
"26742" 7 2001 20010 59.92733 813.8768 -10.61109 10.61109 -1.025192 3.682924 197 6 "ITI" "G+"
"26743" 7 2002 20020 70.68219 813.4639 -7.333874 7.333874 -0.9749833 5.902991 186.3182 6 "ITI" "G+"
"26744" 7 2003 20030 73.71144 818.749 -6.411104 6.435612 0.9259276 2.582793 197.1111 6 "ITI" "G+"
"26745" 7 2004 20040 83.01737 813.1796 -3.294678 5.269969 -1.153025 8.849201 200.4545 6 "ITI" "G+"
"26746" 7 2005 20050 81.79206 806.7415 -2.781897 3.967706 0.5891516 3.713911 202.9444 6 "ITI" "G+"
"26747" 7 2006 20060 86.2534 811.5091 0.01142788 3.415467 -0.4972674 10.24846 173.1818 6 "ITI" "G+"
"26748" 7 2007 20070 88.95249 819.8003 -8.784571 8.784571 1.095598 4.419876 166 6 "ITI" "G+"
"26749" 7 2008 20080 93.89543 810.8215 -5.121625 6.866698 0.003777388 9.113528 191.6364 6 "ITI" "G+"
"26750" 7 2009 20090 104.4234 812.2835 -12.26888 12.26888 0.386509 9.856838 191.2778 6 "ITI" "G+"
"26751" 7 2010 20100 119.5792 814.8136 -11.77397 11.77397 -0.707912 5.828991 198.1818 6 "ITI" "G+"
"26752" 7 2011 20110 127.0658 812.9362 -8.388614 8.388614 -0.1826214 9.147315 165.3333 6 "ITI" "G+"
"26753" 7 2012 20120 131.7099 821.4308 -2.685458 3.222838 -0.100928 5.391056 158.0909 6 "ITI" "G+"
"26754" 7 2013 20130 136.353 814.9585 -4.930208 4.930208 0.1659491 8.789267 192.2222 6 "ITI" "G+"
"26755" 7 2014 20140 141.2981 815.7039 -1.14114 4.855144 -1.101477 9.547823 144.3636 6 "ITI" "G+"
"26756" 7 2015 20150 137.5907 821.2073 4.708964 4.708964 0.1990926 1.046648 147.2222 6 "ITI" "G+"
"26757" 7 2016 20160 135.4009 818.5899 -2.459382 2.955947 0.9504307 8.988532 189.4091 6 "ITI" "G+"
"26758" 7 2017 20170 140.4846 815.0138 -3.269793 3.873447 -0.9951011 8.281974 161.7778 6 "ITI" "G+"
"26759" 7 2018 20180 142.0202 821.1399 -4.374012 4.934689 0.780822 9.484139 148.3636 6 "ITI" "G+"
"26760" 7 2019 20190 145.1468 808.731 -0.4293141 1.672148 0.001463883 8.832549 220.7778 6 "ITI" "G+"
"26761" 7 2020 20200 149.2051 814.4608 -5.901136 5.901136 -0.2209392 14.29309 167.5455 6 "ITI" "G+"
"26762" 7 2021 20210 152.5289 821.6893 -0.4935443 1.638315 -0.6304663 4.908245 177.8889 6 "ITI" "G+"
"26763" 7 2022 20220 149.7804 812.7853 4.254268 4.254268 0.1497811 8.250898 203.8182 6 "ITI" "G+"
"26764" 7 2023 20230 148.2241 811.4513 -1.084726 1.263152 0.4141678 7.363009 190.5 6 "ITI" "G+"
"26765" 7 2024 20240 150.6469 823.8647 -0.7641745 2.774896 -0.763624 10.79195 174.5 6 "ITI" "G+"
"26766" 7 2025 20250 147.0572 824.984 5.147444 5.147444 -0.015096 4.109795 177.3889 6 "ITI" "G+"
"26767" 7 2026 20260 141.6695 822.3879 0.9372355 6.181306 1.429162 4.084226 196.0909 6 "ITI" "G+"
"26768" 7 2027 20270 147.9505 814.0427 -5.167316 5.688446 -1.019882 8.169601 203.6111 6 "ITI" "G+"
"26769" 7 2028 20280 146.6547 810.0235 -2.729996 7.539724 1.600066 1.394328 215.2273 6 "ITI" "G+"
"26770" 7 2029 20290 159.1521 805.569 -9.233415 9.233415 -1.424803 2.521074 125.9444 6 "ITI" "G+"
"26771" 7 2030 20300 160.7913 802.7065 0.8812044 1.075462 -0.2108488 2.851521 135 6 "ITI" "G+"
"26772" 7 2031 20310 159.0169 801.8651 -1.931478 3.725862 0.8330062 7.621366 185.2778 6 "ITI" "G+"
"26773" 7 2032 20320 165.2811 812.8621 -3.588455 3.667059 -0.6681537 8.324253 208.6818 6 "ITI" "G+"
"26774" 7 2033 20330 164.837 807.3907 1.780678 1.780678 -0.2316711 5.892912 225.2222 6 "ITI" "G+"
"26775" 7 2034 20340 168.0007 804.7094 -11.20404 11.22091 1.346483 7.843952 195.2273 6 "ITI" "G+"
"26776" 7 2035 20350 177.8018 814.2101 -9.555798 9.555798 0.4510181 10.49431 142.1111 6 "ITI" "G+"
"26777" 7 2036 20360 191.2929 815.249 -8.782052 8.782052 -1.28265 6.663756 212.5455 6 "ITI" "G+"
"26778" 7 2037 20370 193.8072 808.2922 -2.729017 2.729017 0.7204593 4.315242 243.6667 6 "ITI" "G+"
"26779" 7 2038 20380 202.5623 813.0456 -11.38797 11.38797 -0.1934555 16.09073 154 6 "ITI" "G+"
"26780" 7 2039 20390 211.6172 821.9847 -8.645887 8.645887 -0.03768626 3.725276 165.7222 6 "ITI" "G+"
"26781" 7 2040 20400 219.702 815.1639 -10.65414 10.65414 0.605381 11.47113 193 6 "ITI" "G+"
"26782" 7 2041 20410 229.3705 823.8214 -2.269605 3.148704 -1.504018 5.161083 145.1111 6 "ITI" "G+"
"26783" 7 2042 20420 230.7624 823.2474 -5.708695 6.02813 1.050202 2.039769 181.6818 6 "ITI" "G+"
"26784" 7 2043 20430 239.2365 819.8005 -8.213546 8.213546 -0.2489831 7.044517 210.2778 6 "ITI" "G+"
"26785" 7 2044 20440 242.0047 827.4265 -3.128125 6.682113 0.6075216 4.112648 181.1364 6 "ITI" "G+"
"26786" 7 2045 20450 254.3535 820.566 -19.63579 19.63579 1.012629 6.03711 219 6 "ITI" "G+"
"26787" 7 2046 20460 275.2736 811.787 -11.56896 11.56896 -2.035081 6.113243 160.6364 6 "ITI" "G+"
"26788" 7 2047 20470 277.8536 817.8865 -0.5143709 0.9553883 -0.3689348 3.13016 152.3889 6 "ITI" "G+"
"26789" 7 2048 20480 276.456 818.9002 0.9872227 2.190147 0.3782969 2.175648 204.8182 6 "ITI" "G+"
"26790" 7 2049 20490 278.5933 820.0073 -3.735472 3.735472 0.3894411 4.241683 196.2222 6 "ITI" "G+"
"26791" 7 2050 20500 287.1364 815.9176 -13.99677 13.99677 0.1654078 11.88893 198.4545 6 "ITI" "G+"
"26792" 7 2051 20510 297.6328 822.8856 -5.385708 5.385708 0.07691896 5.672623 195.7222 6 "ITI" "G+"
"26793" 7 2052 20520 308.8695 816.7024 -18.44685 18.44685 0.5236621 11.77308 170.9545 6 "ITI" "G+"
"26794" 7 2053 20530 323.799 824.6065 -12.28347 12.28347 -0.208621 6.518373 173.2778 6 "ITI" "G+"
"26795" 7 2054 20540 334.8903 817.3088 -7.166967 7.166967 -0.6858177 5.515368 231.7273 6 "ITI" "G+"
"26796" 7 2055 20550 339.0025 811.742 -1.58769 1.58769 -0.4481234 2.414737 224.4444 6 "ITI" "G+"
"26797" 7 2056 20560.4 340.33 816.8067 -2.572192 2.572192 0.1962679 13.00081 183.25 6 "ITI" "G+"
"26798" 7 2057 20570 341.7295 822.223 0.3710298 0.9653272 -0.1059244 4.600633 183.8333 6 "ITI" "G+"
"26799" 7 2058 20580 344.9251 822.621 -6.206327 6.206327 -0.07760566 6.321612 185.8636 6 "ITI" "G+"
"26800" 7 2059 20590 347.5671 815.8832 -3.606707 3.893947 0.9105363 8.918739 216.3333 6 "ITI" "G+"
"26801" 7 2060 20600 356.1001 826.8181 -4.24619 6.765713 -1.323278 12.50919 152.9091 6 "ITI" "G+"
"26802" 7 2061 20610 354.706 833.0207 -1.215418 2.607909 0.9393801 2.098472 207.8333 6 "ITI" "G+"
"26803" 7 2062 20620 360.4224 829.5804 -6.561369 6.561369 -0.2616929 1.748028 207.6364 6 "ITI" "G+"
"26804" 7 2063 20630 362.6442 824.8581 4.11414 4.279008 -1.051643 3.039661 195.2222 6 "ITI" "G+"
"26805" 7 2064 20640 355.1624 826.3639 4.184153 7.488435 1.747066 1.260257 163.2727 6 "ITI" "G+"
"26806" 7 2065 20650 361.9069 822.0334 -12.80518 12.80518 -0.4217559 1.992082 198.7778 6 "ITI" "G+"
"26807" 7 2066 20660 366.4759 816.5258 4.92401 5.251024 -1.355868 3.717207 228.0909 6 "ITI" "G+"
"26808" 7 2067 20670 359.357 816.3249 7.232491 7.232491 -0.05479839 2.419901 228.6111 6 "ITI" "G+"
"26809" 7 2068 20680 351.2396 817.4617 8.634704 8.634704 0.1172376 1.568403 221.5 6 "ITI" "G+"
"26810" 7 2069 20690 343.6388 819.7653 1.582476 6.29291 1.781643 0.8318428 218.9444 6 "ITI" "G+"
"26811" 7 2070 20700 353.125 814.8731 -11.25366 11.25366 -1.066792 0.9013059 203 6 "ITI" "G+"
"26812" 7 2071 20710 356.3568 815.1192 0.8562328 0.8562328 -0.1073384 2.754204 223.1111 6 "ITI" "G+"
"26813" 7 2072 20720 355.238 818.9276 1.010354 1.010354 0.06804896 2.907956 235.5455 6 "ITI" "G+"
"26814" 7 2073 20730 354.2211 821.5088 -1.879128 3.022436 0.8808814 5.570488 228.5556 6 "ITI" "G+"
"26815" 7 2074 20740 360.783 804.3896 -5.051096 5.367491 -0.8782118 10.94978 142.8182 6 "ITI" "G+"
"26816" 7 2075 20750 361.8437 799.8535 -0.0232639 0.2516696 0.03871698 0.9649589 157 6 "ITI" "G+"
"26817" 7 2076 20760 361.6667 798.7185 -4.640053 5.399081 1.038044 6.7305 190.3636 6 "ITI" "G+"
"26818" 7 2077 20770 371.6372 780.9008 -8.606168 8.606168 0.2526242 8.165586 218.8333 6 "ITI" "G+"
"26819" 7 2078 20780 384.1064 770.9941 -14.7064 14.7064 -1.099662 1.952541 170.9545 6 "ITI" "G+"
"26820" 7 2079 20790 389.7525 768.2651 0.5858902 1.169156 -0.4465811 7.172255 163.6667 6 "ITI" "G+"
"26821" 7 2080 20800 387.4047 780.8146 3.46142 3.46142 0.01736689 7.998185 225.1364 6 "ITI" "G+"
"26822" 7 2081 20810 384.7547 775.1364 1.842078 1.842078 -0.01594795 5.803051 239.5556 6 "ITI" "G+"
"26823" 7 2082 20820 382.994 769.4811 1.673957 1.673957 0.1164518 5.764144 231.1364 6 "ITI" "G+"
"26824" 7 2083 20830 382.0414 764.9169 -0.09219453 0.3484466 0.1892494 3.191231 224.5 6 "ITI" "G+"
"26825" 7 2084 20840 382.061 762.2155 0.8059623 1.138041 0.02296348 1.810719 222.7273 6 "ITI" "G+"
"26826" 7 2085 20850 381.9996 760.9898 -1.953764 1.953764 0.2391266 0.4912513 218.0556 6 "ITI" "G+"
"26827" 7 2086 20860 383.3004 760.281 -0.2860898 1.28697 -0.293531 0.5339365 221.9545 6 "ITI" "G+"
"26828" 7 2087 20870 383.7261 760.7107 1.610796 1.825629 -0.3203323 0.4518495 220.1667 6 "ITI" "G+"
"26829" 7 2088 20880 384.3767 763.1003 -7.081667 7.664394 1.196684 10.63283 185.6364 6 "ITI" "G+"
"26830" 7 2089 20890 390.0108 774.9814 0.06961202 2.079999 -1.202515 11.36118 155.1111 6 "ITI" "G+"
"26831" 7 2090 20900 387.8793 791.2664 2.233823 2.233823 0.1026668 9.057834 160.4545 6 "ITI" "G+"
"26832" 7 2091 20910 386.0402 793.4672 1.916798 1.916798 -0.05610229 1.749797 181.2222 6 "ITI" "G+"
"26833" 7 2092 20920 383.6147 790.4321 2.622675 2.622675 -0.001897641 5.282613 212.0455 6 "ITI" "G+"
"30729" 8 1801 18009.5 319.099 881.1577 -10.10614 10.10614 0.1805692 7.215016 89.83333 6 "ITI" "G+"
"30730" 8 1802 18020 339.126 885.2554 -39.34973 39.34973 2.164724 23.26356 117.4091 6 "ITI" "G+"
"30731" 8 1803 18030 379.6459 896.892 -26.03571 26.03571 -3.279203 22.14246 150.7778 6 "ITI" "G+"
"30732" 8 1804 18040 391.4923 915.7947 -1.59229 5.199587 -1.513989 27.63144 133.9091 6 "ITI" "G+"
"30733" 8 1805 18050 388.9447 948.2059 0.3795157 2.358148 0.2147437 19.5414 134.3889 6 "ITI" "G+"
"30734" 8 1806 18060 385.8001 955.4443 16.41196 16.41196 -3.062723 5.201892 136.7727 6 "ITI" "G+"
"30735" 8 1807 18070 360.1018 957.3789 29.05041 29.05041 0.1614093 9.769713 137.2222 6 "ITI" "G+"
"30736" 8 1808 18080 325.81 955.4656 40.2694 40.2694 -1.712769 14.49964 137.9091 6 "ITI" "G+"
"30737" 8 1809 18090 284.4612 952.1509 39.27461 39.27461 0.7005494 11.02606 132.9444 6 "ITI" "G+"
"30738" 8 1810 18100 247.2254 956.0153 35.3232 35.3232 0.03860836 11.52727 149.3182 6 "ITI" "G+"
"30739" 8 1811 18110 206.9662 950.3762 45.35554 45.35554 -1.332866 8.910184 133.5556 6 "ITI" "G+"
"30740" 8 1812 18120 161.8974 955.7612 35.74519 35.74519 3.889753 3.771458 140.2273 6 "ITI" "G+"
"30741" 8 1813 18130 139.5557 953.7065 18.67303 18.67303 -0.8338459 5.69141 122.3889 6 "ITI" "G+"
"30742" 8 1814 18140 121.3708 951.8312 15.77837 15.77837 0.9020837 2.527422 149 6 "ITI" "G+"
"30743" 8 1815 18150 109.5981 953.2835 5.040286 5.040286 1.247998 2.026811 191.3333 6 "ITI" "G+"
"30744" 8 1816 18160 108.1473 950.53 2.970949 2.970949 -0.3500344 1.653411 189.2727 6 "ITI" "G+"
"30745" 8 1817 18170 103.296 951.7868 8.615587 8.615587 -1.192982 2.496083 141.6111 6 "ITI" "G+"
"30746" 8 1818 18180 90.26861 955.9141 11.24036 11.24036 1.181259 5.774922 191.4545 6 "ITI" "G+"
"30747" 8 1819 18190 83.22693 947.9464 7.801604 7.801604 -0.7248111 7.546682 173.9444 6 "ITI" "G+"
"30748" 8 1820 18200 68.94856 942.6696 17.98833 17.98833 -0.2213939 4.156921 182.5909 6 "ITI" "G+"
"30749" 8 1821 18210 54.62352 941.9576 9.624689 9.624689 0.5635893 3.292102 206.6111 6 "ITI" "G+"
"30750" 8 1822 18220 47.17986 949.8296 5.80841 5.80841 0.5370524 9.40772 160 6 "ITI" "G+"
"30751" 8 1823 18230 43.10525 949.2316 3.819581 3.819581 -0.1122179 1.731642 194.5 6 "ITI" "G+"
"30752" 8 1824 18240 37.54796 947.923 11.2323 11.2323 -1.547538 5.203932 200.5909 6 "ITI" "G+"
"30753" 8 1825 18250 25.65785 946.3615 1.695411 5.591382 3.15717 2.677085 182.1111 6 "ITI" "G+"
"30754" 8 1826 18260 30.95891 944.6854 -2.935673 3.230412 -1.157616 4.809892 211.9091 6 "ITI" "G+"
"30755" 8 1827 18270 30.95685 941.1414 0.2988445 0.4532772 -0.1007793 2.051846 219.7222 6 "ITI" "G+"
"30756" 8 1828 18280 30.6326 939.5929 -0.2177023 0.6829552 0.1647151 1.101858 217.0455 6 "ITI" "G+"
"30757" 8 1829 18290 31.22012 938.8942 -0.192411 0.2974585 -0.1003442 0.3550313 210.0556 6 "ITI" "G+"
"30758" 8 1830 18300 30.93681 938.7237 0.4404381 0.4404381 0.003595414 0.12189 209.0909 6 "ITI" "G+"
"30759" 8 1831 18310 30.5401 938.8039 0.5994788 0.5994788 -0.04062055 0.2745939 208 6 "ITI" "G+"
"30760" 8 1832 18320 30.01771 939.0778 0.04912806 0.4317317 0.05765012 0.1890603 207.3182 6 "ITI" "G+"
"30761" 8 1833 18330 29.91915 939.2574 0.1242689 0.3612019 0.0726145 0.1762908 211.2778 6 "ITI" "G+"
"30762" 8 1834 18340 30.11231 939.411 0.07521063 0.5877112 -0.2194999 0.1478129 207.0909 6 "ITI" "G+"
"30763" 8 1835 18350 29.49361 939.3408 0.70506 0.7160071 0.1650976 0.3748826 212.6111 6 "ITI" "G+"
"30764" 8 1836 18360 29.07273 938.5406 0.1980179 0.3778442 -0.02186937 0.9893724 212.2273 6 "ITI" "G+"
"30765" 8 1837 18370 28.55675 937.9764 1.07685 1.07685 -0.1145714 0.1764073 206.2222 6 "ITI" "G+"
"30766" 8 1838 18380 27.50055 937.6923 0.02321231 0.8613538 0.2570301 0.8307511 204 6 "ITI" "G+"
"30767" 8 1839 18390 28.25495 936.7606 -0.1358959 0.6299212 -0.1927417 0.4463218 200.1667 6 "ITI" "G+"
"30768" 8 1840 18400 27.31977 936.8452 2.887067 2.887067 -0.4894477 6.054471 200.3182 6 "ITI" "G+"
"30769" 8 1841 18410 23.66554 950.7725 -0.9390296 3.456525 1.273542 10.31315 155.3333 6 "ITI" "G+"
"30770" 8 1842 18420 29.35765 950.4641 -4.059512 4.116172 -0.7457448 4.160528 227.2273 6 "ITI" "G+"
"30771" 8 1843 18430 29.86258 946.8367 0.7969573 0.7969573 -0.03120179 2.606875 221.8333 6 "ITI" "G+"
"30772" 8 1844 18440 28.73004 944.7573 0.9086065 0.9245375 0.06749704 1.658183 212.3636 6 "ITI" "G+"
"30773" 8 1845 18450 28.63271 943.6787 -0.262013 0.4106176 -0.02403743 0.755451 210.6111 6 "ITI" "G+"
