"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "day" "expe" "plong" "age"
"2479" 1 2481 24810 372.33762564381 31.2628431491098 1.02387835210566 11.2798690359598 2.00347850598075 11.3725239407518 364.388888888889 9 "Sti" "MC" 6 11 36 41 6
"2480" 1 2482 24820 380.224335174945 32.2532437734036 -1.45039042829177 14.9184496811618 -1.72016687094185 15.074488745568 331.5 9 "Sti" "MC" 6 11 36 41 6
"2481" 1 2483 24830 377.640749721883 40.0895539568883 0.907879335238642 8.78426859731235 1.24727340753054 8.1368549777996 417.722222222222 9 "Sti" "MC" 6 11 36 41 6
"2482" 1 2484 24840 375.181233621863 48.4775364130069 0.0302555076801331 3.17387279012672 -0.650018537503229 2.91801514297526 479.409090909091 9 "Sti" "MC" 6 11 36 41 6
"2776" 1 2778 27780 64.0947977324542 30.2525359161409 -0.234628552540914 3.4175971339315 -1.23929393805124 6.38286738167352 464.681818181818 10 "Sti" "MC" 6 11 36 41 6
"2777" 1 2779 27790 60.9497525744781 31.8677777627937 -0.497861685306631 11.1452456890985 3.85302418200072 10.9260500357637 456.833333333333 10 "Sti" "MC" 6 11 36 41 6
"2778" 1 2780 27800.3 91.3659943669879 34.4922105261722 -4.33785213642167 37.6475695704429 -2.32611988138667 35.6212300812634 442.6 10 "Sti" "MC" 6 11 36 41 6
"2779" 1 2781 27809.625 116.894290485745 38.1897883208109 -5.04199465057508 43.7587170820233 7.00599288273214 43.7452100621821 468.6875 10 "Sti" "MC" 6 11 36 41 6
"2780" 1 2782 27820.4 195.708062241748 38.1444577107484 -9.89994144956372 85.9201104012761 0.825010439609116 85.6168556759096 469.85 10 "Sti" "MC" 6 11 36 41 6
"2781" 1 2783 27830 276.425397229327 67.9505504088458 -9.07917149641233 78.7967707989065 -2.4474286760553 82.2981573235968 473.555555555556 10 "Sti" "MC" 6 11 36 41 6
"2782" 1 2784 27840 338.222482093311 71.1797199898304 -4.76405733381142 41.3465407007155 -3.21606113475104 39.9357570463473 508.409090909091 10 "Sti" "MC" 6 11 36 41 6
"4238" 2 72 720 58.0200414960616 222.334817316749 5.38410976364018 46.7278829537865 0.377483494409447 11.065176561838 275.727272727273 1 "Sti" "MC" 6 11 36 47 6
"4239" 2 73 730 20.1518067253506 220.41476880595 2.4349303107664 21.1323958011572 3.91850861120365 6.02059579918463 230.777777777778 1 "Sti" "MC" 6 11 36 47 6
"4240" 2 74 740 23.0190369782957 214.868996949638 -5.24124996454851 45.488024135187 9.80579099895838 9.05447835785424 284.090909090909 1 "Sti" "MC" 6 11 36 47 6
"4241" 2 75 750 113.524810249894 217.315322337029 -11.3229518393001 98.2702046327624 -1.02727138562118 51.2447014044708 302.222222222222 1 "Sti" "MC" 6 11 36 47 6
"4242" 2 76 760 199.029963606472 224.883650010318 -9.17939313923176 79.6665794396457 -2.31945070001038 53.9637694192893 250.863636363636 1 "Sti" "MC" 6 11 36 47 6
"4243" 2 77 770 261.477249085673 222.889236566574 -5.34831235931092 46.4172026383807 -0.677494723011677 33.7950679496757 258.222222222222 1 "Sti" "MC" 6 11 36 47 6
"4244" 2 78 780 315.235249901617 222.344574509208 -6.74271613192248 58.5190243205707 -0.749171695812493 49.2567720089548 321.5 1 "Sti" "MC" 6 11 36 47 6
"4245" 2 79 790 363.940125255189 225.379763657706 -3.53415537209448 30.6724056190254 -4.23069078033893 25.5475362606822 268.944444444444 1 "Sti" "MC" 6 11 36 47 6
"4541" 2 378 3780 386.950761075283 169.025949141739 -0.692787560579757 7.41047892778158 -2.44599834267996 11.1278394041468 323.727272727273 2 "Sti" "MC" 6 11 36 47 6
"4542" 2 379 3790 386.113379157029 178.578740341892 0.193895040148958 1.7171454263497 0.270304599607584 2.46274894948056 365 2 "Sti" "MC" 6 11 36 47 6
"4543" 2 380 3800 383.68872205493 194.879273437038 0.513270088504232 4.45459429175713 -0.00218328465848572 5.59623537889314 349.045454545455 2 "Sti" "MC" 6 11 36 47 6
"4544" 2 381 3810 383.25576268285 198.323821693192 -0.627200275229583 5.44337733369235 0.732897971445027 4.77989588405319 337.5 2 "Sti" "MC" 6 11 36 47 6
"4545" 2 382 3820 386.726992645009 204.241717528916 0.148176448775613 2.12135546509359 -1.04761601412287 2.6669902264988 209.045454545455 2 "Sti" "MC" 6 11 36 47 6
"4546" 2 383 3830 383.428053783479 206.693455595736 0.436788061677046 3.79081822578911 -0.0698644857836257 3.13570187955645 220.777777777778 2 "Sti" "MC" 6 11 36 47 6
"4547" 2 384 3840 378.640715972844 206.662879132331 0.682932279150057 5.92706705591212 0.0820420859083697 5.01667269189358 288.954545454545 2 "Sti" "MC" 6 11 36 47 6
"4841" 2 678 6780 26.1727520144926 168.063009298777 -0.640502371536753 5.55882423700013 1.10558755256883 9.82933676863786 354.863636363636 3 "Sti" "MC" 6 11 36 47 6
"4842" 2 679 6790 45.3692403024197 172.663528880658 -6.50173632150362 56.4275966064624 8.55374060841713 15.0386847856652 451.444444444444 3 "Sti" "MC" 6 11 36 47 6
"4843" 2 680 6800.3 136.490551435638 166.522941481382 -9.89089265624469 85.8415772781329 -4.20474613300178 45.2531174632693 476.5 3 "Sti" "MC" 6 11 36 47 6
"4844" 2 681 6809.75 194.004651711663 161.289313790689 -5.69052630000028 49.3872262203062 1.18267392995955 39.2396204526634 499.1875 3 "Sti" "MC" 6 11 36 47 6
"4845" 2 682 6819.7 256.071181109498 167.127593175638 -6.90648091600767 59.9403143756811 -2.96633454299354 56.318621455841 490.2 3 "Sti" "MC" 6 11 36 47 6
"4846" 2 683 6829.875 301.030006511142 173.77390327107 -4.03336464722647 35.0049682156024 -0.141684754127255 28.2371191152038 500.8125 3 "Sti" "MC" 6 11 36 47 6
"4847" 2 684 6839.8 334.509680920714 172.327801823082 -4.94763459525872 42.939780282088 0.962927085335082 40.8285468287831 500.9 3 "Sti" "MC" 6 11 36 47 6
"5141" 2 978 9780 192.264746647181 150.21540137649 5.40860532313895 46.9404762491305 2.37565445275169 38.4566102645207 326.136363636364 4 "Sti" "MC" 6 11 36 47 6
"5142" 2 979 9790 171.549004484466 152.710044807459 -2.24575304349649 24.2984829176101 8.75999620128343 19.4240218640604 319.944444444444 4 "Sti" "MC" 6 11 36 47 6
"5143" 2 980 9800 223.449969186784 150.252443053475 -6.23701379884419 54.130109445707 -2.89145262619607 43.2320353232914 323.636363636364 4 "Sti" "MC" 6 11 36 47 6
"5144" 2 981 9810 260.861959885492 155.213165173599 -4.1074126064906 35.6476193734275 1.76553993991104 36.7648265150249 376.388888888889 4 "Sti" "MC" 6 11 36 47 6
"5145" 2 982 9820 321.753275378363 172.53451639736 -9.26691599931494 80.4261772452786 0.953702979941284 76.2719867307798 275.681818181818 4 "Sti" "MC" 6 11 36 47 6
"5146" 2 983 9830 380.083061717478 170.276882840291 -2.29248904102699 19.8961693361767 -5.56275476822356 15.633148713191 184.166666666667 4 "Sti" "MC" 6 11 36 47 6
"5147" 2 984 9840 381.589342335245 164.740077066301 0.377735821533181 3.68128377958772 -0.785079964905037 5.01017065461667 247.5 4 "Sti" "MC" 6 11 36 47 6
"5441" 2 1278 12780 147.191597379557 157.734976054766 3.00840019578186 26.1094551184633 0.837030078774148 27.1728233055988 412.318181818182 5 "Sti" "MC" 6 11 36 47 6
"5442" 2 1279 12790 127.68857329712 152.648452315893 0.279000404595976 10.1484574293582 3.63337796971226 6.87209269507156 432 5 "Sti" "MC" 6 11 36 47 6
"5443" 2 1280 12800 144.967519580546 153.826783576419 -4.0406491976458 35.0681897386226 3.64930915231994 28.8909058286126 371 5 "Sti" "MC" 6 11 36 47 6
"5444" 2 1281 12809.625 193.077110237204 162.528658948686 -6.14718130514816 53.3504666755647 1.2966169087891 42.4250607445119 343.6875 5 "Sti" "MC" 6 11 36 47 6
"5445" 2 1282 12820 247.988909965735 159.802384204218 -5.14727651058227 44.6724425905179 -3.47249607400514 37.8483656890892 437.545454545455 5 "Sti" "MC" 6 11 36 47 6
"5446" 2 1283 12830 279.966302026922 158.573611708673 -4.35063161768301 37.7584807759727 1.95305510810084 33.0845436035935 431.333333333333 5 "Sti" "MC" 6 11 36 47 6
"5447" 2 1284 12840 338.604781813501 162.685924826103 -6.69598925692971 58.1134887647758 -2.53488246110794 51.0719257567747 402.136363636364 5 "Sti" "MC" 6 11 36 47 6
"5741" 2 1578 15780 120.918184947838 188.070466293165 -1.13380066026636 9.84008626711811 -1.54259513504174 11.5426978703274 471.181818181818 6 "Sti" "MC" 6 11 36 47 6
"5742" 2 1579 15790 122.927255325894 169.465566245006 -1.5626205816717 14.5816797561753 4.50731696225448 13.3978768413438 427.277777777778 6 "Sti" "MC" 6 11 36 47 6
"5743" 2 1580 15800 181.085693489713 175.188691956773 -10.723830324576 93.0705186597574 2.74161472333205 74.8650163471971 419 6 "Sti" "MC" 6 11 36 47 6
"5744" 2 1581 15809.625 254.486518101007 187.079376601918 -3.75083979305931 32.5529772836543 -5.96799607525546 33.9373088139784 466.8125 6 "Sti" "MC" 6 11 36 47 6
"5745" 2 1582 15820 267.505403197971 202.187298884335 -1.68881507047188 14.6569732802488 1.29177115805044 13.271136708228 469.409090909091 6 "Sti" "MC" 6 11 36 47 6
"5746" 2 1583 15830 292.465057535445 179.970470864953 -4.49688856754305 39.027822957737 2.73496418249925 18.8831957174606 354.444444444444 6 "Sti" "MC" 6 11 36 47 6
"5747" 2 1584 15840 348.707625318886 169.942379898583 -6.54879532041635 56.8360146160591 -2.06472488477658 52.3038743581383 310.272727272727 6 "Sti" "MC" 6 11 36 47 6
"6041" 2 1878 18780 23.8631669889527 160.867399523603 -0.565755486955713 4.91010721093757 1.91759647954585 8.16779419345514 331.045454545455 7 "Sti" "MC" 6 11 36 47 6
"6042" 2 1879 18790 43.9719536426555 170.560412655564 -4.15632108077001 36.0720887029739 1.5173646395977 46.520948752482 420.388888888889 7 "Sti" "MC" 6 11 36 47 6
"6043" 2 1880 18800 84.2959607442485 218.028637506182 -5.00896084312891 43.4720216104178 -0.0018909230073092 39.8769184026524 360.272727272727 7 "Sti" "MC" 6 11 36 47 6
"6044" 2 1881 18810 126.360870464588 222.711849079346 -5.09154898940429 44.1887917733494 2.83564263872013 22.8787427379915 335.722222222222 7 "Sti" "MC" 6 11 36 47 6
"6045" 2 1882 18820 184.424404824145 224.166353724008 -6.80658822136223 59.0733606269198 -1.37246286381659 37.0670499270848 294.818181818182 7 "Sti" "MC" 6 11 36 47 6
"6046" 2 1883 18830 232.137391415095 221.928808363792 -5.07939082021106 44.0832728422849 -1.55065320929535 30.4811369032869 325.722222222222 7 "Sti" "MC" 6 11 36 47 6
"6047" 2 1884 18840 266.749332422956 221.732879773298 -3.03120420204278 26.3073676763821 0.0652764865659492 20.2495452506229 231.318181818182 7 "Sti" "MC" 6 11 36 47 6
"6341" 2 2178 21780 379.525796862453 173.417401619032 -0.597540086035211 7.05947522674882 -1.84508472527199 3.54896891125355 409.727272727273 8 "Sti" "MC" 6 11 36 47 6
"6342" 2 2179 21790 373.281758804296 187.940801878265 1.16999220704855 10.1541872858929 -0.0999465265802542 5.65604855288285 373.722222222222 8 "Sti" "MC" 6 11 36 47 6
"6343" 2 2180 21800.1 373.253247706376 176.668647682326 -0.611138777116734 7.43476559156466 0.175469767473658 8.53248461714333 419 8 "Sti" "MC" 6 11 36 47 6
"6344" 2 2181 21810 369.658160743301 164.906325774506 -0.323392062813421 10.977201763801 1.77329511501739 11.8141826003753 366.944444444444 8 "Sti" "MC" 6 11 36 47 6
"6345" 2 2182 21820 382.833147811476 175.630320416918 -0.704146058988963 9.7359358533979 -0.889017419178231 10.6785224689917 454.136363636364 8 "Sti" "MC" 6 11 36 47 6
"6346" 2 2183 21830 383.205652019084 177.717602453804 0.426279343016351 4.15362587201975 -1.64508899480171 7.20969157471785 393.333333333333 8 "Sti" "MC" 6 11 36 47 6
"6347" 2 2184 21840 373.834647887645 180.921685453777 0.353606889989785 8.69496258364825 1.84517689440952 18.2215614759855 398.727272727273 8 "Sti" "MC" 6 11 36 47 6
"6641" 2 2478 24780.1 124.079700635044 202.680847542112 2.07195204953659 17.9821617884598 -0.370463934508081 12.8636362343568 476.3 9 "Sti" "MC" 6 11 36 47 6
"6642" 2 2479 24790 107.071979629857 212.952973321122 0.875426451650657 8.30531707493132 1.68023676771054 11.1707180723439 457.666666666667 9 "Sti" "MC" 6 11 36 47 6
"6643" 2 2480 24800 121.875947476343 173.960171591086 -5.13264245654592 44.5454358253944 4.9794966587408 29.3789433685155 402.863636363636 9 "Sti" "MC" 6 11 36 47 6
"6644" 2 2481 24810 163.291088964731 173.292184947378 -1.37967764929389 15.92634686485 -7.00238721216101 34.214847036572 403.166666666667 9 "Sti" "MC" 6 11 36 47 6
"6645" 2 2482 24820 158.384522309102 200.851362416501 -0.455401547711384 12.7774490918127 4.18452492187149 13.4596206506163 362.136363636364 9 "Sti" "MC" 6 11 36 47 6
"6646" 2 2483 24830 178.953172646674 169.610816247923 -3.08894637855304 26.8085033857039 0.158986181241886 10.4503402197223 290.388888888889 9 "Sti" "MC" 6 11 36 47 6
"6647" 2 2484 24840 220.580492845909 166.076750778025 -6.5104321821355 56.5030666796271 1.95371028264148 45.7481968076256 380.954545454545 9 "Sti" "MC" 6 11 36 47 6
"6941" 2 2778 27780 12.6327403553652 195.631191537385 0.00615507856887807 2.13597421554517 -0.408705725848295 2.85652540772114 417.409090909091 10 "Sti" "MC" 6 11 36 47 6
"6942" 2 2779 27790 16.864297736078 195.350913291012 -0.469408300129929 6.4566256666508 -0.30297040139226 12.9491224505065 396.333333333333 10 "Sti" "MC" 6 11 36 47 6
"6943" 2 2780 27800 8.71388244117141 167.22884845174 0.882622089671924 9.10528862285129 0.688649307870966 23.0173492217808 290.227272727273 10 "Sti" "MC" 6 11 36 47 6
"6944" 2 2781 27810 8.83127221587738 161.241049189263 -0.147473664078008 1.4924080575602 -0.339714682084786 4.77510941262432 351.611111111111 10 "Sti" "MC" 6 11 36 47 6
"6945" 2 2782 27820.4 8.35813226888915 163.954180091243 0.186088397687856 1.97478469208028 0.286128765107091 13.9362310884955 277.75 10 "Sti" "MC" 6 11 36 47 6
"6946" 2 2783 27830 9.81782494824659 154.665725079849 -0.918987503500584 7.97575502445451 2.38197821933116 6.11815097500175 176.055555555556 10 "Sti" "MC" 6 11 36 47 6
"6947" 2 2784 27840 33.5472164253866 152.995061664651 -3.77251048232337 32.7410539529483 -1.17104622440003 2.67348703606376 339.863636363636 10 "Sti" "MC" 6 11 36 47 6
"8403" 3 72 720 23.0296844147016 293.30811471353 0.574892597585927 9.72996134951584 2.81203370021835 3.80083587943085 368.454545454545 1 "Sti" "MC" 6 11 36 47 6
"8404" 3 73 730 25.8691448902498 292.631351938861 -0.927135086800687 8.04646668070166 3.36485208501251 2.61555371768952 358.722222222222 1 "Sti" "MC" 6 11 36 47 6
"8405" 3 74 740 72.3380994171169 297.042668043954 -11.3839670044508 98.7997461207208 7.1211553510674 44.688892458838 376.636363636364 1 "Sti" "MC" 6 11 36 47 6
"8406" 3 75 750 179.276133529062 326.973570723878 -10.353577201569 89.8571472103149 -2.54234610288952 69.3978057768323 334.055555555556 1 "Sti" "MC" 6 11 36 47 6
"8407" 3 76 760 245.900757520914 348.383062022175 -4.47082949069756 38.8016601293075 -5.55717149434113 27.3974625360773 205.954545454545 1 "Sti" "MC" 6 11 36 47 6
"8408" 3 77 770 273.515760048546 348.592221521344 -2.77471211407463 24.0813112266999 -0.418665673204885 12.8471130806121 357 1 "Sti" "MC" 6 11 36 47 6
"8409" 3 78 780 306.184285434389 338.722657164262 -4.85999913486712 42.1792052352281 1.07619589694298 18.1226000586533 406.636363636364 1 "Sti" "MC" 6 11 36 47 6
"8410" 3 79 790 337.924370459479 332.868358591476 -3.25545834038208 28.2536357853621 0.1235474979282 20.3911479157013 391.833333333333 1 "Sti" "MC" 6 11 36 47 6
"8706" 3 378 3780 36.4363638117498 327.588132203231 -1.2112296926975 10.5120812530118 1.37075703322689 10.1234852874002 500.5 2 "Sti" "MC" 6 11 36 47 6
"8707" 3 379 3790 58.5339893904414 338.98020655615 -6.00226491359513 52.092758998744 7.28677347874282 16.3743774559947 363.277777777778 2 "Sti" "MC" 6 11 36 47 6
"8708" 3 380 3800 138.081376978917 320.067290216548 -8.83668836162591 76.6922959575715 -2.26978726864061 11.1451846341463 432.909090909091 2 "Sti" "MC" 6 11 36 47 6
"8709" 3 381 3810 200.501383408089 320.001168222593 -7.0024373445386 60.7731058598624 0.79400981874457 47.6076506335969 459.833333333333 2 "Sti" "MC" 6 11 36 47 6
"8710" 3 382 3820 261.30046494448 326.542260756115 -5.21132415157328 45.2283024825106 -5.33735499610475 34.1898613049258 475.818181818182 2 "Sti" "MC" 6 11 36 47 6
"8711" 3 383 3830 277.768459465752 331.84777511964 0.577262501542678 10.905908778709 -2.98365074401391 11.1520894466739 473.277777777778 2 "Sti" "MC" 6 11 36 47 6
